Tile	Number	RA	Dec	petro_radius	kron_radius	rSDSS_auto	gSDSS_auto	iSDSS_auto	zSDSS_auto	uJAVA_auto	J0378_auto	J0395_auto	J0410_auto	J0430_auto	J0515_auto	J0660_auto	J0861_auto	rSDSS_PETRO	gSDSS_PETRO	iSDSS_PETRO	zSDSS_PETRO	uJAVA_PETRO	J0378_PETRO	J0395_PETRO	J0410_PETRO	J0430_PETRO	J0515_PETRO	J0660_PETRO	J0861_PETRO	rSDSS_MAG_APER_6_0	gSDSS_MAG_APER_6_0	iSDSS_MAG_APER_6_0	zSDSS_MAG_APER_6_0	uJAVA_MAG_APER_6_0	J0378_MAG_APER_6_0	J0395_MAG_APER_6_0	J0410_MAG_APER_6_0	J0430_MAG_APER_6_0	J0515_MAG_APER_6_0	J0660_MAG_APER_6_0	J0861_MAG_APER_6_0	rSDSS_auto_err	gSDSS_auto_err	iSDSS_auto_err	zSDSS_auto_err	uJAVA_auto_err	J0378_auto_err	J0395_auto_err	J0410_auto_err	J0430_auto_err	J0515_auto_err	J0660_auto_err	J0861_auto_err	rSDSS_PETRO_err	gSDSS_PETRO_err	iSDSS_PETRO_err	zSDSS_PETRO_err	uJAVA_PETRO_err	J0378_PETRO_err	J0395_PETRO_err	J0410_PETRO_err	J0430_PETRO_err	J0515_PETRO_err	J0660_PETRO_err	J0861_PETRO_err	rSDSS_MAG_APER_6_0_err	gSDSS_MAG_APER_6_0_err	iSDSS_MAG_APER_6_0_err	zSDSS_MAG_APER_6_0_err	uJAVA_MAG_APER_6_0_err	J0378_MAG_APER_6_0_err	J0395_MAG_APER_6_0_err	J0410_MAG_APER_6_0_err	J0430_MAG_APER_6_0_err	J0515_MAG_APER_6_0_err	J0660_MAG_APER_6_0_err	J0861_MAG_APER_6_0_err	rSDSS_FLAGS	gSDSS_FLAGS	iSDSS_FLAGS	zSDSS_FLAGS	uJAVA_FLAGS	J0378_FLAGS	J0395_FLAGS	J0410_FLAGS	J0430_FLAGS	J0515_FLAGS	J0660_FLAGS	J0861_FLAGS	rSDSS_MASK_FLAGS	gSDSS_MASK_FLAGS	iSDSS_MASK_FLAGS	zSDSS_MASK_FLAGS	uJAVA_MASK_FLAGS	J0378_MASK_FLAGS	J0395_MASK_FLAGS	J0410_MASK_FLAGS	J0430_MASK_FLAGS	J0515_MASK_FLAGS	J0660_MASK_FLAGS	J0861_MASK_FLAGS	P(PN)	P(SySt)	P(all else)
69806	21822	203.85028108	60.2384633237	3.5	10.1063805	11.243	9.714	10.878	9.292	10.851	10.697	10.553	9.99	9.934	9.482	9.194	9.201	13.615	13.01	15.379	12.116	14.734	14.46	14.281	13.801	13.625	13.23	12.698	12.671	15.22	14.787	16.226	13.739	16.541	16.267	16.056	15.518	15.346	14.837	14.3	14.228	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.007	0.002	0.006	0.005	0.005	0.003	0.002	0.002	0.001	0.002	0.004	0.003	0.007	0.004	0.012	0.011	0.01	0.006	0.006	0.004	0.003	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.46284438130488564	0.17530124880129194	0.36185436989382236
69806	21964	203.850123572	60.2369760048	3.5	3.5	11.738	10.424	11.408	9.97	11.564	11.413	11.268	10.709	10.653	10.199	9.903	9.901	11.738	10.424	11.408	9.97	11.564	11.413	11.268	10.709	10.653	10.199	9.903	9.901	14.156	13.726	14.594	13.202	15.354	15.048	14.87	14.375	14.192	13.827	13.385	13.485	0.001	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.0	0.0	0.003	0.002	0.003	0.003	0.007	0.006	0.006	0.004	0.003	0.003	0.003	0.003	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.41437094244670764	0.18913495899338484	0.3964940985599075
68175	7604	222.666863547	51.87053905	3.5	3.5	11.998	10.806	12.523	10.769	11.676	11.259	11.142	10.727	10.719	10.521	10.446	10.525	11.998	10.806	12.523	10.769	11.676	11.259	11.142	10.727	10.719	10.521	10.446	10.525	12.58	11.782	14.03	11.656	12.449	12.122	11.788	11.53	11.474	11.309	11.319	11.331	0.001	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.003	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.9061316168877919	0.005781980031992262	0.08808640308021594
73559	22153	333.678825845	17.7684372913	4.61999989	3.90717888	13.325	9.407	13.788	10.039	10.106	9.788	9.702	9.421	9.368	9.169	10.431	9.169	13.325	9.407	13.767	10.037	10.105	9.787	9.701	9.42	9.367	9.169	10.431	9.169	15.473	14.914	16.106	14.538	16.28	15.831	15.753	15.287	15.149	14.758	14.593	14.466	0.003	0.0	0.003	0.001	0.001	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.004	0.001	0.001	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.006	0.005	0.007	0.004	0.016	0.013	0.013	0.009	0.008	0.006	0.006	0.006	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.47321742762068864	0.10194519564725049	0.42483737673206096
69102	12941	234.344322771	55.9353437479	3.5	3.5	12.013	10.764	12.736	10.422	11.731	11.5	11.43	10.866	10.831	10.513	10.398	10.371	12.013	10.764	12.736	10.422	11.731	11.5	11.43	10.866	10.831	10.513	10.398	10.371	13.56	13.376	14.785	12.991	14.904	14.777	14.226	14.02	14.123	13.656	13.306	13.349	0.001	0.001	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.002	0.002	0.004	0.002	0.008	0.008	0.006	0.004	0.004	0.003	0.003	0.003	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.5971379187656571	0.08759542627301795	0.31526665496132505
68175	16920	221.121746671	51.3413427446	5.27999973	3.60621476	15.527	12.987	15.457	17.85	17.26	15.259	99.0	16.949	17.054	16.205	14.834	15.232	15.427	12.98	15.313	17.003	16.898	15.175	99.0	16.613	16.683	15.995	14.764	15.117	16.509	16.15	16.327	22.335	18.616	17.861	23.838	18.118	18.454	17.527	15.782	16.48	0.011	0.002	0.014	0.139	0.124	0.023	99.0	0.085	0.085	0.041	0.011	0.028	0.013	0.002	0.016	0.126	0.119	0.027	99.0	0.086	0.081	0.046	0.014	0.035	0.01	0.011	0.011	99.0	0.144	0.076	99.0	0.077	0.098	0.046	0.012	0.029	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	0.9998838686040625	8.196208116341368e-06	0.00010793518782103751
68175	16925	221.121452954	51.3398761396	10.5600004	7.03610277	16.39	13.292	16.42	20.437	17.18	15.461	21.494	17.473	17.861	17.128	15.769	16.487	16.033	12.666	15.86	18.332	16.782	14.93	99.0	17.028	17.083	16.61	15.334	15.93	17.321	16.81	19.15	22.77	20.063	18.819	23.627	18.616	18.699	18.029	16.807	17.297	0.011	0.002	0.011	0.083	0.048	0.017	0.145	0.054	0.056	0.033	0.013	0.028	0.012	0.002	0.013	0.204	0.058	0.015	99.0	0.064	0.058	0.039	0.013	0.034	0.016	0.017	0.045	99.0	0.334	0.174	99.0	0.098	0.085	0.052	0.023	0.039	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	0.9999830058738326	3.815342527249659e-07	1.6612591914579504e-05
66974	10030	215.962908242	45.0648382586	6.59999943	5.97488117	17.411	17.628	19.023	15.756	19.783	20.743	19.9	18.775	18.504	17.813	16.509	16.184	17.412	17.62	19.064	15.738	19.92	21.349	20.635	18.628	18.413	17.78	16.506	16.179	17.551	17.813	19.753	16.086	20.535	20.368	20.561	19.259	18.69	17.974	16.716	16.226	0.03	0.028	0.166	0.022	0.59	1.547	0.721	0.197	0.148	0.08	0.027	0.039	0.033	0.03	0.192	0.023	0.742	2.992	1.572	0.191	0.15	0.085	0.029	0.043	0.022	0.023	0.166	0.018	0.635	0.593	0.717	0.172	0.104	0.056	0.023	0.025	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.624983570688351	0.2201170969900214	0.15489933232162753
65750	16139	241.420365059	40.2350256872	5.27999973	3.5	13.133	10.745	13.705	10.889	11.527	11.185	11.081	10.626	10.609	10.428	10.397	10.352	13.115	10.744	13.635	10.881	11.526	11.184	11.08	10.624	10.608	10.427	10.395	10.349	14.224	14.123	15.84	13.95	15.05	14.914	14.666	14.451	14.179	14.033	13.829	13.844	0.002	0.0	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.0	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.003	0.003	0.006	0.004	0.008	0.008	0.007	0.006	0.004	0.004	0.003	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.7718107837431062	0.02304851069555865	0.20514070556133504
65750	16417	241.420256993	40.2350351889	3.5	3.5	13.019	10.739	13.327	10.861	11.516	11.176	11.077	10.62	10.605	10.423	10.389	10.339	13.019	10.739	13.327	10.861	11.516	11.176	11.077	10.62	10.605	10.423	10.389	10.339	14.698	13.753	14.889	13.948	14.877	14.555	14.39	14.145	13.945	13.697	13.537	13.582	0.002	0.0	0.003	0.001	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.0	0.003	0.001	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.003	0.002	0.004	0.004	0.007	0.007	0.006	0.005	0.004	0.003	0.003	0.003	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.620527347157258	0.04939713955683799	0.33007551328590407
65750	17036	241.350402101	40.3402766104	0.0	0.0	99.0	10.526	15.111	14.031	12.138	11.909	11.722	10.919	10.746	10.096	9.791	9.637	99.0	10.391	14.949	13.304	12.019	11.804	11.605	10.827	10.635	9.982	9.633	9.488	15.777	14.835	15.644	14.475	16.547	16.454	16.1	15.621	15.24	14.69	13.964	13.944	99.0	0.0	0.004	0.006	0.002	0.002	0.002	0.001	0.001	0.001	0.0	0.0	99.0	0.0	0.004	0.004	0.002	0.002	0.001	0.001	0.001	0.0	0.0	0.0	0.008	0.004	0.005	0.006	0.02	0.02	0.017	0.012	0.008	0.006	0.004	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.5651123642455055	0.14358309913841455	0.29130453661607997
70776	6289	109.8961773	73.2881170498	7.91999912	6.1370163	17.645	15.482	17.873	14.659	17.186	16.978	16.697	16.018	16.009	15.288	14.842	18.045	17.43	15.384	17.739	14.58	16.978	16.81	16.485	15.911	15.868	15.203	14.783	18.109	18.371	17.208	18.955	16.943	18.912	18.84	18.703	18.119	17.783	17.318	17.043	19.042	0.059	0.012	0.103	0.009	0.038	0.036	0.042	0.032	0.034	0.016	0.006	0.215	0.063	0.014	0.114	0.011	0.041	0.04	0.046	0.037	0.037	0.018	0.006	0.293	0.042	0.026	0.104	0.028	0.069	0.08	0.094	0.077	0.068	0.038	0.016	0.185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.7048132201820615	0.031229923783584246	0.2639568560343543
62542	11696	259.124960894	25.8630025116	10.5600004	7.30140972	18.166	18.984	15.029	20.011	17.524	18.038	19.164	16.524	16.232	15.647	17.641	14.962	17.848	18.622	14.981	19.536	17.335	18.065	18.501	16.485	16.124	15.554	17.424	14.894	19.23	19.64	18.399	22.917	21.197	20.377	23.706	19.738	19.227	18.957	18.408	18.224	0.074	0.152	0.013	0.461	0.106	0.242	0.464	0.055	0.038	0.024	0.123	0.008	0.079	0.155	0.016	0.52	0.13	0.333	0.42	0.072	0.048	0.03	0.139	0.01	0.069	0.109	0.078	1.512	1.008	0.769	4.729	0.381	0.191	0.162	0.097	0.049	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9537482263309365	0.008907201615515824	0.03734457205354773
62542	15516	259.126797344	25.9665090602	10.5600004	7.47747087	19.263	19.722	18.221	21.205	19.597	19.421	22.536	18.817	19.191	18.733	18.428	18.16	18.893	19.536	15.889	19.941	17.798	17.67	20.328	16.876	16.743	16.27	18.474	15.846	19.841	20.163	18.169	21.709	20.375	19.711	23.942	19.059	18.856	18.58	18.683	18.111	0.11	0.175	0.096	0.379	0.358	0.482	1.165	0.247	0.283	0.196	0.14	0.069	0.113	0.201	0.02	0.268	0.107	0.14	0.782	0.062	0.048	0.034	0.204	0.013	0.117	0.171	0.077	0.4	0.538	0.435	3.63	0.228	0.164	0.142	0.119	0.05	1	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0.46652548183887543	0.17108660328430317	0.36238791487682126
70884	11621	122.711249969	74.965209225	3.96000004	3.5	11.446	9.255	13.608	10.145	8.492	8.619	8.658	8.806	8.907	9.177	9.646	9.986	11.444	9.254	13.572	10.143	8.491	8.618	8.657	8.805	8.906	9.176	9.645	9.985	14.794	13.479	15.631	14.878	13.087	13.286	13.26	13.359	13.444	13.731	14.27	14.856	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.005	0.005	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.006	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.8606213101212399	0.0011604334875302898	0.1382182563912299
68261	10684	240.156844873	51.9487104421	8.57999992	5.35270119	10.509	9.97	12.375	11.81	11.829	11.685	11.339	10.539	10.293	9.502	9.12	8.823	10.51	9.976	12.397	11.825	11.822	11.697	11.34	10.542	10.298	9.507	9.12	8.824	13.848	14.337	14.769	14.204	16.742	16.251	16.07	15.222	14.892	14.104	13.553	13.262	0.0	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.0	0.0	0.0	0.003	0.002	0.004	0.004	0.018	0.014	0.013	0.008	0.005	0.004	0.002	0.003	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.5519801577677863	0.23766984082724177	0.2103500014049719
69606	18412	257.398503167	56.9920201522	10.5600004	6.20365429	16.219	15.168	16.638	15.388	16.736	16.337	15.491	15.816	15.977	15.96	15.942	16.105	15.389	14.546	15.689	15.018	15.767	15.283	14.534	14.775	14.776	15.102	15.29	15.311	18.697	18.603	20.705	18.914	19.87	19.195	18.896	18.574	18.759	18.638	18.663	18.828	0.042	0.021	0.067	0.036	0.055	0.045	0.038	0.058	0.065	0.058	0.028	0.073	0.034	0.02	0.051	0.046	0.036	0.028	0.026	0.037	0.036	0.044	0.027	0.06	0.096	0.082	0.194	0.152	0.223	0.149	0.164	0.179	0.206	0.168	0.074	0.2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0.6707843257204796	0.012437228873921286	0.316778445405599
73595	27630	332.500887756	18.8939454099	3.5	3.5	12.105	10.538	13.33	10.624	11.297	11.033	10.968	10.635	10.468	10.187	10.137	10.096	12.105	10.538	13.33	10.624	11.297	11.033	10.968	10.635	10.468	10.187	10.137	10.096	14.279	14.046	14.914	13.871	15.132	15.078	14.983	14.493	14.395	13.918	13.835	13.81	0.001	0.001	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.003	0.003	0.003	0.003	0.009	0.008	0.008	0.005	0.005	0.004	0.003	0.003	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.506210152264731	0.10256443020313738	0.3912254175321316
65761	18299	242.699019247	40.3239474898	7.91999912	5.41139841	10.921	10.318	10.43	9.865	11.387	11.215	11.105	10.499	10.419	9.989	9.792	9.708	10.886	10.3	10.404	9.847	11.375	11.202	11.093	10.486	10.407	9.977	9.777	9.694	11.327	10.592	10.909	10.146	11.574	11.409	11.279	10.699	10.596	10.165	10.033	9.921	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.0	0.001	0.001	0.001	0.0	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.4054381536913412	0.2149798475034004	0.3795819988052584
70836	15744	269.421722608	73.8972447543	5.27999973	4.76118231	11.564	10.044	14.478	13.406	12.594	12.391	12.028	10.977	10.565	9.634	9.154	8.867	11.55	9.975	14.313	13.27	12.548	12.355	11.996	10.935	10.53	9.589	9.041	8.734	13.61	14.125	15.726	14.779	16.91	16.784	16.467	15.196	15.072	13.798	13.238	12.703	0.001	0.0	0.004	0.003	0.002	0.002	0.002	0.001	0.001	0.0	0.0	0.001	0.001	0.0	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.0	0.0	0.0	0.004	0.004	0.007	0.006	0.032	0.031	0.026	0.007	0.01	0.005	0.004	0.005	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.9801689526943324	0.007273263899760018	0.012557783405907685
66950	13505	210.042860017	44.8120405928	10.5600004	5.2447238	13.25	10.906	13.588	12.7	13.536	13.363	13.024	12.038	11.693	10.754	9.675	9.776	13.058	10.904	13.633	12.579	13.544	13.395	13.02	12.037	11.692	10.751	9.663	9.76	14.347	14.346	15.366	14.782	16.985	16.992	16.661	15.683	15.209	14.356	13.119	13.362	0.002	0.001	0.002	0.002	0.003	0.003	0.003	0.001	0.001	0.001	0.0	0.0	0.002	0.001	0.004	0.002	0.005	0.004	0.003	0.002	0.001	0.001	0.0	0.001	0.003	0.003	0.005	0.005	0.022	0.024	0.02	0.01	0.007	0.005	0.002	0.003	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.9496483569743882	0.021264223550190985	0.029087419475420734
69642	30030	267.218595637	57.5976272057	7.91999912	6.97099209	17.618	17.32	18.985	16.358	18.42	18.404	18.244	17.809	17.49	17.245	16.53	18.77	17.629	17.344	18.917	16.369	18.39	18.365	18.298	17.818	17.447	17.236	16.526	18.562	17.657	17.353	19.529	16.418	18.595	18.394	18.345	17.964	17.552	17.263	16.576	19.919	0.032	0.027	0.151	0.023	0.043	0.058	0.102	0.075	0.058	0.041	0.011	0.237	0.036	0.03	0.161	0.025	0.046	0.062	0.118	0.084	0.061	0.044	0.012	0.223	0.024	0.022	0.15	0.017	0.035	0.041	0.076	0.059	0.044	0.031	0.01	0.386	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.7883345713621038	0.012678349841471915	0.19898707879642416
69618	9992	261.140494239	57.6091552496	5.27999973	5.84200811	16.54	16.657	18.33	15.947	19.188	18.229	18.03	17.39	18.55	16.934	16.122	18.416	16.55	16.745	18.441	16.036	19.188	18.363	18.091	17.432	18.444	16.951	16.21	18.654	16.588	16.757	18.819	16.035	19.176	18.383	18.097	17.537	18.815	17.074	16.2	18.811	0.024	0.03	0.121	0.025	0.14	0.089	0.14	0.094	0.247	0.058	0.014	0.254	0.022	0.03	0.119	0.025	0.127	0.091	0.135	0.088	0.203	0.054	0.014	0.282	0.018	0.024	0.126	0.019	0.092	0.069	0.102	0.074	0.207	0.046	0.011	0.218	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.6778277545181112	0.047363298996206664	0.2748089464856822
72408	8431	7.84306049596	6.04598631396	3.5	3.5	11.935	10.924	11.465	10.577	12.059	11.798	11.74	11.2	11.14	10.687	10.474	10.488	11.935	10.924	11.465	10.577	12.059	11.798	11.74	11.2	11.14	10.687	10.474	10.488	12.355	11.327	11.805	11.087	12.366	12.108	12.121	11.539	11.452	11.002	10.842	10.846	0.001	0.001	0.001	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.45258869063592466	0.16012843812770972	0.3872828712363656
68249	6407	237.563367742	50.8834150434	3.5	3.5	10.377	9.483	12.186	9.833	10.247	9.737	9.4	9.321	9.293	9.336	9.581	9.677	10.377	9.483	12.186	9.833	10.247	9.737	9.4	9.321	9.293	9.336	9.581	9.677	14.43	13.409	14.458	14.186	14.785	14.053	13.896	13.679	13.379	13.52	13.62	14.009	0.001	0.0	0.005	0.001	0.001	0.001	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.0	0.005	0.001	0.001	0.001	0.001	0.0	0.0	0.0	0.001	0.001	0.003	0.001	0.003	0.003	0.007	0.005	0.004	0.003	0.003	0.003	0.003	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.6238253133303369	0.03557802423941048	0.34059666243025266
65145	37218	268.618644267	39.2396647785	3.5	3.5	12.569	9.683	12.492	9.923	10.366	9.928	9.709	9.447	9.42	9.356	9.522	9.536	12.569	9.683	12.492	9.923	10.366	9.928	9.709	9.447	9.42	9.356	9.522	9.536	15.01	13.78	14.655	13.91	14.82	14.817	14.273	13.907	13.777	13.687	13.882	13.821	0.004	0.001	0.005	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.001	0.001	0.004	0.001	0.005	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.001	0.001	0.004	0.004	0.003	0.003	0.008	0.008	0.007	0.004	0.004	0.004	0.004	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.47651403635218614	0.07933964918159947	0.4441463144662144
65145	37912	268.815954224	39.1734679501	3.5	3.56680894	12.935	10.374	12.521	11.985	12.11	11.962	11.619	10.884	10.625	9.927	9.695	9.523	12.938	10.375	12.523	11.987	12.111	11.962	11.62	10.885	10.625	9.928	9.695	9.523	15.044	14.308	14.661	13.891	16.124	16.39	15.716	14.976	14.64	14.051	13.731	13.468	0.003	0.0	0.003	0.004	0.003	0.003	0.002	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.003	0.004	0.003	0.003	0.002	0.001	0.001	0.001	0.0	0.001	0.004	0.003	0.004	0.003	0.016	0.019	0.014	0.008	0.006	0.005	0.003	0.003	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.4131177970945271	0.28521035432507386	0.301671848580399
65808	30023	252.947384371	40.8945656894	5.27999973	3.5	15.574	13.651	16.029	13.089	14.777	14.226	14.077	14.4	16.521	13.613	13.152	15.802	15.484	13.64	15.848	13.076	14.748	14.23	14.07	14.375	16.36	13.595	13.139	15.642	16.118	14.97	16.849	14.877	16.024	15.734	15.543	15.147	17.137	14.934	14.753	16.71	0.01	0.003	0.022	0.004	0.013	0.009	0.009	0.009	0.038	0.005	0.004	0.039	0.012	0.004	0.026	0.004	0.015	0.011	0.01	0.01	0.045	0.006	0.004	0.047	0.009	0.008	0.019	0.009	0.023	0.021	0.019	0.013	0.031	0.011	0.01	0.034	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	0.6030710104867134	0.02228033802466578	0.37464865148862075
68817	16897	130.578814303	55.6899277634	3.5	3.5	14.408	14.858	16.336	14.241	16.241	15.978	15.937	15.308	15.247	14.719	14.372	14.25	14.408	14.858	16.336	14.241	16.241	15.978	15.937	15.308	15.247	14.719	14.372	14.25	14.458	14.91	16.517	14.297	16.299	16.03	15.99	15.359	15.305	14.78	14.422	14.31	0.002	0.003	0.014	0.003	0.006	0.006	0.009	0.007	0.008	0.005	0.002	0.004	0.002	0.003	0.014	0.003	0.006	0.006	0.009	0.007	0.008	0.005	0.002	0.004	0.002	0.003	0.013	0.003	0.005	0.006	0.009	0.007	0.007	0.005	0.002	0.003	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.7033047670042342	0.05931718611421308	0.2373780468815528
63092	58293	283.691337284	30.4459917514	3.5	3.5	12.58	11.702	12.494	10.95	12.618	12.354	12.238	11.663	11.602	11.231	10.973	10.798	12.58	11.702	12.494	10.95	12.618	12.354	12.238	11.663	11.602	11.231	10.973	10.798	13.017	12.655	13.441	11.803	13.267	13.087	12.92	12.417	12.284	11.966	11.741	11.541	0.001	0.001	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.003	0.003	0.002	0.001	0.001	0.001	0.001	0.001	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.4596031495010178	0.12834890748799582	0.41204794301098635
69688	20484	108.978079658	58.4349945208	3.5	3.5	12.287	10.388	13.035	10.202	11.274	10.916	10.784	10.382	10.382	10.165	10.109	10.143	12.287	10.388	13.035	10.202	11.274	10.916	10.784	10.382	10.382	10.165	10.109	10.143	12.993	12.29	15.361	12.047	13.584	13.138	12.853	12.519	12.593	12.203	12.106	12.214	0.001	0.0	0.002	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.002	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.001	0.005	0.001	0.004	0.003	0.003	0.002	0.002	0.002	0.001	0.002	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	0.9539272433504131	0.0027879698145077962	0.04328478683507923
66548	12909	189.60905925	43.4162818639	10.5600004	6.58890963	17.052	13.995	17.058	16.572	15.329	15.045	14.882	14.531	14.528	14.046	13.534	16.009	16.816	13.916	16.812	16.356	15.269	15.013	14.79	14.491	14.492	14.036	13.405	15.743	18.033	17.323	17.967	17.522	17.791	18.022	17.997	17.094	17.102	16.826	16.944	16.989	0.034	0.004	0.053	0.064	0.019	0.016	0.015	0.01	0.01	0.007	0.005	0.049	0.041	0.005	0.066	0.081	0.024	0.02	0.018	0.012	0.012	0.008	0.005	0.059	0.032	0.029	0.043	0.054	0.067	0.086	0.088	0.04	0.041	0.033	0.034	0.044	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	0.47486455375314374	0.05143664204476436	0.4736988042020919
