4782  0.779165  34.792911
24658  257.985921  23.642562
3844  350.975135  9.667604
14182  148.956266  69.678501
10167  184.307350  69.336014
18516  184.113693  69.402201
2105  153.276917  67.410799
24948  284.827597  48.465614
16292  136.591605  36.157595
1567  218.086244  53.438650
10741  106.210879  56.520479
4205  331.330118  12.476840
18880  110.885401  68.220608
3465  132.904727  57.124842
9132  134.999844  56.338807
28827  279.546087  71.089076
28855  279.546050  71.089020
271  109.473174  24.155342
9085  39.210370  32.278142
8548  112.352392  72.129978
8726  112.362049  72.130872
65876  284.971243  39.178624
41319  330.426070  34.143228
37642  277.096568  30.421851
10886  186.498128  33.607277
42859  284.882289  36.146150
19640  37.060434  31.311309
23616  36.426595  31.622953
18147  209.417641  57.005073
14832  258.480252  72.200512
4771  159.809134  39.731472
1814  257.965739  24.231967
3838  30.987411  15.314838
4077  31.003166  15.320886
35748  341.839926  34.284500
26899  276.341100  43.093575
7917  234.267635  55.263560
23436  241.115442  40.682717
18745  257.730526  56.967816
16333  349.400164  33.903097
16357  349.399486  33.903255
25500  349.411508  34.343650
40412  262.770287  40.873276
40944  262.756644  40.855087
8502  253.658746  39.830693
24338  252.908753  40.677060
3877  332.003771  20.851522
16897  130.578814  55.689928
2017  114.178101  74.455020
1353  137.534620  52.131335
4221  251.757586  39.672722
10752  330.631049  19.750387
11333  330.634193  19.749936
23166  330.658319  20.509154
10314  132.142458  52.694008
62292  279.317535  33.693875
62734  279.317532  33.694346
14314  255.386052  40.007442
27059  22.615621  34.246332
27120  22.615608  34.246335
27143  22.615866  34.245005
25915  352.473736  34.332125
15199  138.260787  23.788826
28242  331.039963  23.107321
43680  276.033488  44.773171
11273  31.130106  6.635810
14977  227.376680  52.835875
17621  32.679623  34.178465
6655  203.038475  58.000533
26381  107.423669  61.473277
25980  284.826570  59.765279
34323  285.428923  60.019533
7999  131.514929  41.205243
10141  131.459772  41.284796
11144  248.164027  78.198469
31035  279.797786  38.790855
15538  15.359293  7.634411
17921  135.550987  37.597045
2602  112.934453  63.243158
32576  338.520375  32.866297
50099  276.971043  40.884908
7966  176.316338  79.681501
1403  122.566182  33.949408
16291  210.599954  54.455061
11751  38.270264  7.827310
10997  142.319175  54.686208
941  37.335536  6.775918
65152  279.221974  30.896477
22180  149.592945  32.371002
11102  255.061016  23.106841
3063  141.864733  36.891456
12260  122.405993  41.591426
16343  106.500609  24.603573
28405  278.332255  34.449093
21708  34.774506  44.955220
5335  282.892692  66.130694
12653  139.345218  41.999933
20766  217.082411  47.796845
8684  106.889603  67.682912
14055  146.211185  68.446896
14374  261.922282  26.037876
15606  260.679879  26.077043
5598  238.830717  45.422514
9102  243.085541  46.844820
12936  244.075162  47.054581
25069  157.211795  68.424353
8885  24.323114  5.877410
20624  199.105921  42.235500
10499  112.192774  69.191257
55585  212.753978  55.745077
17758  264.151286  72.321062
13848  277.350362  36.983956
54900  222.394922  56.066894
74126  282.508355  35.245861
60838  279.943947  32.171042
12368  212.343653  49.034826
80534  283.688671  35.310691
3253  275.881721  73.092350
11155  279.767428  73.612022
10546  138.521562  40.113548
110159  284.754734  32.384986
11439  198.956000  43.575125
21148  115.130377  79.800706
23458  344.073000  32.555732
12506  112.523303  38.672654
20975  337.647266  33.833595
