Tile	Number	RA	Dec	petro_radius	kron_radius	rSDSS_auto	gSDSS_auto	iSDSS_auto	zSDSS_auto	uJAVA_auto	J0378_auto	J0395_auto	J0410_auto	J0430_auto	J0515_auto	J0660_auto	J0861_auto	rSDSS_PETRO	gSDSS_PETRO	iSDSS_PETRO	zSDSS_PETRO	uJAVA_PETRO	J0378_PETRO	J0395_PETRO	J0410_PETRO	J0430_PETRO	J0515_PETRO	J0660_PETRO	J0861_PETRO	rSDSS_MAG_APER_6_0	gSDSS_MAG_APER_6_0	iSDSS_MAG_APER_6_0	zSDSS_MAG_APER_6_0	uJAVA_MAG_APER_6_0	J0378_MAG_APER_6_0	J0395_MAG_APER_6_0	J0410_MAG_APER_6_0	J0430_MAG_APER_6_0	J0515_MAG_APER_6_0	J0660_MAG_APER_6_0	J0861_MAG_APER_6_0	rSDSS_auto_err	gSDSS_auto_err	iSDSS_auto_err	zSDSS_auto_err	uJAVA_auto_err	J0378_auto_err	J0395_auto_err	J0410_auto_err	J0430_auto_err	J0515_auto_err	J0660_auto_err	J0861_auto_err	rSDSS_PETRO_err	gSDSS_PETRO_err	iSDSS_PETRO_err	zSDSS_PETRO_err	uJAVA_PETRO_err	J0378_PETRO_err	J0395_PETRO_err	J0410_PETRO_err	J0430_PETRO_err	J0515_PETRO_err	J0660_PETRO_err	J0861_PETRO_err	rSDSS_MAG_APER_6_0_err	gSDSS_MAG_APER_6_0_err	iSDSS_MAG_APER_6_0_err	zSDSS_MAG_APER_6_0_err	uJAVA_MAG_APER_6_0_err	J0378_MAG_APER_6_0_err	J0395_MAG_APER_6_0_err	J0410_MAG_APER_6_0_err	J0430_MAG_APER_6_0_err	J0515_MAG_APER_6_0_err	J0660_MAG_APER_6_0_err	J0861_MAG_APER_6_0_err	rSDSS_FLAGS	gSDSS_FLAGS	iSDSS_FLAGS	zSDSS_FLAGS	uJAVA_FLAGS	J0378_FLAGS	J0395_FLAGS	J0410_FLAGS	J0430_FLAGS	J0515_FLAGS	J0660_FLAGS	J0861_FLAGS	rSDSS_MASK_FLAGS	gSDSS_MASK_FLAGS	iSDSS_MASK_FLAGS	zSDSS_MASK_FLAGS	uJAVA_MASK_FLAGS	J0378_MASK_FLAGS	J0395_MASK_FLAGS	J0410_MASK_FLAGS	J0430_MASK_FLAGS	J0515_MASK_FLAGS	J0660_MASK_FLAGS	J0861_MASK_FLAGS	P(PN)	P(SySt)	P(all else)
69842	34323	285.428922625	60.0195334806	3.5	3.5	16.128	16.818	18.024	15.814	18.598	18.566	18.323	17.492	17.362	16.679	16.034	15.846	16.128	16.818	18.024	15.814	18.598	18.566	18.323	17.492	17.362	16.679	16.034	15.846	16.201	16.888	18.538	15.9	18.703	18.689	18.348	17.565	17.443	16.743	16.126	15.927	0.006	0.012	0.039	0.011	0.115	0.116	0.094	0.035	0.03	0.017	0.011	0.013	0.006	0.012	0.039	0.011	0.115	0.116	0.094	0.035	0.03	0.017	0.011	0.013	0.005	0.01	0.036	0.008	0.079	0.081	0.061	0.026	0.023	0.014	0.009	0.01	2	2	3	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0.6953286970419291	0.09083576771590854	0.21383553524216226
75211	19498	131.066066367	41.7187450599	5.27999973	3.5	15.787	15.417	16.309	16.255	16.059	15.878	15.782	16.123	15.931	14.325	14.173	16.379	15.754	15.388	16.28	16.236	16.008	15.836	15.775	16.079	15.895	14.277	14.119	16.337	16.334	15.918	16.991	17.006	16.583	16.39	16.349	16.657	16.538	14.875	14.716	17.048	0.004	0.006	0.016	0.027	0.018	0.01	0.015	0.008	0.014	0.005	0.004	0.028	0.006	0.007	0.023	0.039	0.023	0.013	0.02	0.01	0.019	0.005	0.005	0.04	0.003	0.006	0.012	0.02	0.015	0.009	0.014	0.007	0.013	0.005	0.005	0.021	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.897543036715649	0.003527131390908194	0.09892983189344297
65215	31035	279.797786384	38.7908553477	3.5	3.5	16.259	16.749	18.2	16.059	18.294	17.997	17.907	17.233	17.169	16.629	16.171	16.055	16.259	16.749	18.2	16.059	18.294	17.997	17.907	17.233	17.169	16.629	16.171	16.055	16.289	16.782	18.309	16.082	18.321	18.043	17.977	17.266	17.198	16.644	16.193	16.069	0.006	0.01	0.052	0.013	0.069	0.055	0.054	0.024	0.023	0.019	0.018	0.014	0.006	0.01	0.052	0.013	0.069	0.055	0.054	0.024	0.023	0.019	0.018	0.014	0.006	0.01	0.045	0.012	0.058	0.048	0.048	0.022	0.021	0.017	0.017	0.012	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6178810222209575	0.08068465562698988	0.3014343221520526
63900	7366	124.818675941	34.3447455482	3.5	3.5	15.764	16.5	15.998	15.978	18.853	17.96	17.847	17.086	17.116	16.238	15.693	15.626	15.764	16.5	15.998	15.978	18.853	17.96	17.847	17.086	17.116	16.238	15.693	15.626	15.8	16.655	17.858	17.929	19.45	18.01	18.497	17.125	17.435	16.299	15.76	15.72	0.005	0.009	0.007	0.01	0.106	0.052	0.048	0.022	0.022	0.012	0.008	0.01	0.005	0.009	0.007	0.01	0.106	0.052	0.048	0.022	0.022	0.012	0.008	0.01	0.004	0.009	0.026	0.045	0.144	0.044	0.07	0.02	0.025	0.011	0.008	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9386045139261237	0.011515418699230368	0.049880067374645995
64486	17921	135.550986807	37.5970451658	3.5	3.5	12.855	12.316	13.378	10.859	15.383	15.188	14.79	13.648	13.188	11.994	11.257	10.881	12.855	12.316	13.378	10.859	15.383	15.188	14.79	13.648	13.188	11.994	11.257	10.881	13.322	12.419	15.76	11.064	15.461	15.24	14.875	13.75	13.278	12.092	11.381	11.029	0.002	0.001	0.003	0.001	0.021	0.019	0.014	0.005	0.003	0.002	0.001	0.001	0.002	0.001	0.003	0.001	0.021	0.019	0.014	0.005	0.003	0.002	0.001	0.001	0.002	0.001	0.008	0.001	0.008	0.008	0.006	0.003	0.002	0.001	0.001	0.001	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.9820188126138911	0.008060884166725645	0.009920303219383184
68634	5210	211.241344444	53.6910228765	5.27999973	5.16011095	16.771	16.924	17.324	17.404	16.75	16.418	16.908	17.201	16.934	17.455	15.312	17.581	16.763	16.918	17.341	17.393	16.742	16.412	16.885	17.186	16.937	17.459	15.308	17.602	17.402	17.391	17.917	17.902	17.379	17.006	17.577	17.6	17.548	17.783	16.06	18.043	0.026	0.032	0.055	0.133	0.063	0.048	0.076	0.082	0.059	0.1	0.014	0.191	0.027	0.032	0.057	0.135	0.064	0.049	0.076	0.082	0.061	0.103	0.014	0.199	0.011	0.011	0.018	0.039	0.027	0.021	0.032	0.027	0.024	0.029	0.009	0.054	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0.5333290129782515	0.015562197239787431	0.45110878978196106
68634	14415	210.614163617	54.2276561707	6.59999943	5.04981327	17.942	17.974	18.591	18.593	17.808	17.478	18.328	17.854	17.833	18.202	16.38	18.408	17.883	17.973	18.401	18.419	17.51	17.408	18.28	17.809	17.648	17.89	16.351	18.535	18.444	18.266	19.159	19.22	18.31	18.05	18.508	18.794	18.551	18.89	16.755	19.515	0.048	0.053	0.11	0.25	0.103	0.078	0.174	0.094	0.085	0.127	0.023	0.257	0.061	0.07	0.124	0.283	0.102	0.095	0.219	0.119	0.095	0.126	0.029	0.383	0.023	0.022	0.051	0.123	0.051	0.043	0.063	0.067	0.051	0.07	0.013	0.197	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0.7749913560380762	0.0037055011849603694	0.2213031427769635
68634	16473	211.045855273	54.4226777216	5.93999958	3.5	17.261	17.224	17.856	17.74	17.093	16.797	17.334	17.476	17.417	17.708	15.71	17.964	17.35	17.323	18.106	17.9	17.147	16.899	17.38	17.553	17.57	17.885	15.783	18.276	17.355	17.295	17.912	17.847	17.223	16.942	17.426	17.552	17.496	17.792	15.846	18.001	0.01	0.011	0.019	0.037	0.025	0.026	0.032	0.028	0.025	0.033	0.008	0.057	0.012	0.013	0.025	0.043	0.027	0.03	0.034	0.031	0.03	0.039	0.008	0.077	0.01	0.011	0.017	0.034	0.025	0.027	0.031	0.027	0.024	0.031	0.008	0.05	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.6095042139165223	0.011202198653704696	0.37929358742977287
68634	16481	211.046879402	54.4216869001	5.93999958	3.97643256	15.865	15.776	16.402	16.366	15.746	15.435	16.104	16.272	16.113	16.382	14.126	16.594	15.885	15.761	16.384	16.395	15.685	15.367	16.195	16.264	16.052	16.359	14.086	16.814	16.659	16.486	17.306	17.185	16.657	16.438	16.823	17.06	16.941	17.29	14.913	17.448	0.01	0.01	0.019	0.041	0.024	0.022	0.035	0.031	0.025	0.034	0.005	0.063	0.015	0.014	0.03	0.065	0.033	0.03	0.056	0.047	0.036	0.05	0.006	0.12	0.007	0.007	0.011	0.021	0.018	0.02	0.022	0.02	0.017	0.022	0.005	0.034	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.7842373978123935	0.0061829483561608375	0.2095796538314457
68634	16609	210.637849302	54.4253375339	10.5600004	6.89685965	17.866	17.648	18.502	17.536	18.028	17.487	18.009	17.932	18.412	18.294	16.13	18.622	17.737	17.462	18.485	16.965	17.857	17.161	17.677	17.74	18.178	18.247	16.06	19.684	18.763	18.49	19.418	19.021	18.96	18.58	18.839	19.281	19.175	19.266	16.936	19.382	0.076	0.065	0.174	0.158	0.202	0.125	0.211	0.164	0.237	0.228	0.029	0.522	0.109	0.087	0.281	0.149	0.269	0.144	0.243	0.212	0.297	0.343	0.043	2.208	0.03	0.026	0.065	0.103	0.087	0.065	0.083	0.102	0.087	0.098	0.014	0.176	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.6555692213243055	0.010173601206339509	0.3342571774693549
68634	16616	210.588126978	54.3631851511	10.5600004	5.40409136	17.481	17.617	17.918	18.168	17.518	17.165	17.756	17.588	17.604	17.74	16.152	17.935	17.359	17.532	17.765	18.104	17.095	17.073	17.37	17.118	17.76	17.753	15.984	17.173	18.391	18.526	19.064	19.115	18.331	17.836	18.521	18.632	18.529	18.794	16.95	19.102	0.04	0.048	0.077	0.215	0.097	0.072	0.129	0.092	0.086	0.104	0.023	0.211	0.082	0.098	0.155	0.452	0.141	0.139	0.193	0.126	0.212	0.23	0.043	0.231	0.022	0.027	0.047	0.112	0.052	0.036	0.064	0.059	0.05	0.066	0.015	0.137	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.5318348722418013	0.010618054050817005	0.45754707370738174
68634	16639	210.591906578	54.3660885942	6.59999943	6.32792473	17.642	17.61	99.0	99.0	17.935	17.508	16.869	18.46	17.162	18.589	16.24	17.351	17.638	17.61	99.0	99.0	18.017	17.563	16.727	18.552	17.11	18.779	16.173	17.377	18.852	18.808	19.434	19.385	18.911	18.577	18.809	18.982	18.992	19.155	17.472	19.501	0.121	0.12	99.0	99.0	0.344	0.234	0.137	0.487	0.138	0.561	0.061	0.309	0.127	0.127	99.0	99.0	0.389	0.258	0.126	0.555	0.138	0.701	0.06	0.332	0.033	0.034	0.066	0.144	0.084	0.065	0.081	0.08	0.074	0.089	0.021	0.195	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.5165311257608558	0.012983969562489739	0.4704849046766545
68634	16776	211.121464442	54.3967439986	3.96000004	3.5	13.944	13.666	14.645	14.471	14.038	13.694	14.064	14.368	14.215	14.543	12.161	14.754	13.923	13.652	14.608	14.43	14.026	13.675	14.042	14.349	14.203	14.51	12.146	14.714	15.532	15.122	16.228	16.135	15.562	15.367	15.532	15.811	15.672	16.038	13.803	16.403	0.003	0.003	0.007	0.013	0.009	0.007	0.01	0.01	0.008	0.011	0.002	0.02	0.003	0.003	0.008	0.014	0.01	0.007	0.01	0.011	0.009	0.012	0.002	0.022	0.004	0.003	0.006	0.009	0.01	0.01	0.011	0.01	0.008	0.011	0.003	0.015	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0.8949576542927966	0.0027736568312649633	0.10226868887593844
68634	16755	211.121854038	54.3980395403	3.5	3.5	15.992	15.891	16.758	16.687	15.947	15.573	16.151	16.434	16.259	16.653	14.261	16.941	15.992	15.891	16.758	16.687	15.947	15.573	16.151	16.434	16.259	16.653	14.261	16.941	16.34	16.228	17.119	17.099	16.312	15.924	16.477	16.736	16.563	16.985	14.644	17.269	0.005	0.006	0.011	0.022	0.014	0.012	0.018	0.017	0.014	0.019	0.004	0.035	0.005	0.006	0.011	0.022	0.014	0.012	0.018	0.017	0.014	0.019	0.004	0.035	0.005	0.006	0.01	0.019	0.015	0.012	0.017	0.016	0.013	0.018	0.004	0.029	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.8196309020823865	0.003956931277111768	0.1764121666405016
68634	16909	210.635155066	54.4262819825	6.59999943	6.06923628	19.411	18.832	20.199	19.286	19.43	18.321	18.909	19.434	19.108	19.681	17.194	99.0	19.341	18.817	19.981	19.366	19.313	18.162	18.869	19.259	18.872	19.648	17.171	99.0	19.401	19.226	20.207	19.533	19.417	18.993	20.005	19.898	19.63	20.041	17.632	20.683	0.15	0.094	0.394	0.386	0.366	0.136	0.241	0.327	0.225	0.403	0.039	99.0	0.155	0.101	0.355	0.456	0.36	0.128	0.254	0.304	0.198	0.429	0.041	99.0	0.052	0.048	0.133	0.165	0.129	0.092	0.23	0.177	0.129	0.195	0.024	0.58	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.647823201700737	0.008510946799790859	0.34366585149947204
68634	17965	210.545088275	54.3085052947	6.59999943	4.47853756	17.832	17.74	17.909	17.751	17.576	17.394	17.613	17.721	17.799	18.153	16.386	18.353	17.732	17.676	17.714	17.444	17.5	17.269	17.341	17.525	17.628	18.098	16.313	18.228	18.577	18.417	18.992	19.064	18.675	18.255	18.652	18.78	18.667	18.983	17.081	19.177	0.043	0.042	0.058	0.114	0.082	0.071	0.09	0.082	0.082	0.12	0.023	0.242	0.059	0.059	0.074	0.13	0.113	0.094	0.103	0.102	0.104	0.17	0.031	0.325	0.026	0.025	0.044	0.107	0.07	0.05	0.071	0.067	0.056	0.077	0.016	0.145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5397353725481798	0.014351418962446688	0.44591320848937344
68634	18120	211.133648052	54.42381151	5.27999973	5.13388062	18.718	18.57	19.568	18.72	18.791	18.257	18.696	19.004	18.852	19.197	17.085	20.348	18.728	18.559	19.543	18.67	18.912	18.214	18.743	18.97	18.798	19.196	17.068	19.926	18.977	18.818	19.574	19.241	18.966	18.486	19.157	19.401	19.288	19.473	17.313	20.161	0.069	0.066	0.187	0.195	0.206	0.133	0.203	0.212	0.17	0.243	0.033	1.094	0.072	0.067	0.189	0.193	0.238	0.132	0.219	0.212	0.168	0.251	0.033	0.768	0.037	0.036	0.075	0.127	0.103	0.072	0.131	0.128	0.107	0.13	0.02	0.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5281433146306058	0.011543611195956783	0.4603130741734373
68634	18964	210.921614333	54.4062730177	5.93999958	4.60647726	18.671	18.69	19.49	18.898	18.523	17.991	18.573	18.909	18.76	18.84	16.987	19.104	18.582	18.686	19.37	18.887	18.4	17.913	18.665	18.713	18.875	18.823	16.937	18.783	18.953	19.145	19.805	19.446	18.842	18.555	19.014	19.201	19.192	19.332	17.285	19.74	0.056	0.062	0.147	0.195	0.138	0.089	0.154	0.166	0.133	0.149	0.026	0.296	0.067	0.079	0.171	0.249	0.157	0.105	0.214	0.177	0.189	0.188	0.031	0.284	0.036	0.047	0.093	0.153	0.093	0.076	0.115	0.107	0.098	0.114	0.02	0.251	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.561058809847664	0.009287259580650005	0.42965393057168605
67346	16270	236.628603918	46.0021373945	4.61999989	3.80275798	17.991	17.546	18.867	18.876	18.547	18.0	17.882	18.452	18.565	16.302	16.093	19.624	17.964	17.538	18.83	18.984	18.688	17.984	17.804	18.432	18.565	16.293	16.051	19.367	18.135	17.7	19.061	19.008	18.733	18.166	18.121	18.701	18.614	16.381	16.21	19.864	0.034	0.026	0.117	0.25	0.132	0.091	0.083	0.109	0.111	0.016	0.013	0.566	0.039	0.03	0.137	0.337	0.181	0.107	0.093	0.129	0.133	0.018	0.014	0.543	0.025	0.021	0.085	0.171	0.099	0.069	0.067	0.088	0.075	0.014	0.011	0.428	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.9313104054778887	0.0013216767133119305	0.06736791780879949
72981	941	37.3355356773	6.7759183869	3.5	3.5	13.917	14.705	15.743	13.482	16.814	16.684	16.45	15.532	15.342	14.583	13.81	13.522	13.917	14.705	15.743	13.482	16.814	16.684	16.45	15.532	15.342	14.583	13.81	13.522	13.97	14.757	16.159	13.54	16.891	16.762	16.493	15.592	15.411	14.638	13.86	13.578	0.002	0.003	0.009	0.002	0.023	0.021	0.019	0.009	0.007	0.005	0.003	0.003	0.002	0.003	0.009	0.002	0.023	0.021	0.019	0.009	0.007	0.005	0.003	0.003	0.002	0.003	0.01	0.002	0.02	0.018	0.016	0.008	0.007	0.005	0.003	0.003	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6463814356695352	0.1759934466467598	0.17762511768370506
63308	6151	147.587160227	31.4863936422	7.25999928	3.5	17.776	17.659	18.338	18.446	17.931	17.655	17.93	18.249	18.021	18.153	16.133	18.512	17.856	17.629	18.699	18.916	17.854	17.421	17.909	18.371	17.952	17.779	16.113	19.365	18.095	17.919	18.671	18.839	18.197	17.908	18.154	18.475	18.259	18.345	16.319	18.665	0.017	0.012	0.065	0.161	0.048	0.039	0.05	0.068	0.054	0.064	0.014	0.147	0.033	0.02	0.169	0.457	0.079	0.053	0.086	0.135	0.09	0.079	0.021	0.603	0.014	0.01	0.052	0.134	0.039	0.032	0.04	0.052	0.043	0.048	0.012	0.099	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.7693761852868651	0.005802024579798407	0.2248217901333365
63391	14288	190.986267976	32.1703863916	3.5	5.96409798	13.796	13.683	13.628	13.574	14.445	14.096	14.281	14.118	13.832	13.711	12.75	13.506	14.294	14.198	14.351	14.23	14.88	14.585	14.795	14.739	14.487	14.387	13.037	14.258	15.622	15.356	16.048	16.02	15.821	15.692	15.676	15.85	15.72	15.837	14.203	16.116	0.015	0.012	0.02	0.044	0.04	0.04	0.042	0.032	0.024	0.02	0.01	0.045	0.009	0.008	0.015	0.03	0.027	0.026	0.029	0.023	0.018	0.016	0.006	0.035	0.004	0.004	0.005	0.01	0.01	0.01	0.01	0.009	0.008	0.009	0.004	0.013	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.7434273877622901	0.012900183599432966	0.24367242863827687
62440	22655	105.590751046	24.7716061357	3.5	3.5	16.301	16.671	18.449	16.216	17.858	17.606	17.492	17.01	16.905	16.53	16.304	16.189	16.301	16.671	18.449	16.216	17.858	17.606	17.492	17.01	16.905	16.53	16.304	16.189	16.331	16.696	18.535	16.241	17.896	17.596	17.528	17.043	16.946	16.56	16.326	16.211	0.005	0.012	0.048	0.014	0.048	0.04	0.036	0.02	0.018	0.013	0.01	0.017	0.005	0.012	0.048	0.014	0.048	0.04	0.036	0.02	0.018	0.013	0.01	0.017	0.005	0.01	0.043	0.012	0.041	0.033	0.031	0.017	0.016	0.011	0.009	0.015	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6857925528521502	0.035637689956167534	0.27856975719168214
67646	12452	244.09796422	47.0340736834	6.59999943	4.94120884	16.912	16.556	17.682	17.601	16.895	16.686	17.052	17.394	17.166	17.555	15.186	17.393	16.834	16.517	17.64	17.619	16.811	16.58	17.009	17.324	17.222	17.459	15.147	17.173	17.428	17.046	18.078	18.166	17.371	17.23	17.421	17.637	17.457	17.931	15.809	18.185	0.023	0.019	0.074	0.137	0.061	0.052	0.075	0.078	0.063	0.084	0.01	0.135	0.029	0.024	0.097	0.191	0.074	0.063	0.097	0.097	0.087	0.102	0.013	0.149	0.013	0.012	0.032	0.059	0.035	0.029	0.033	0.032	0.03	0.04	0.009	0.078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848948215239619	0.0031307344785377455	0.14792105028184319
70362	24746	157.337720658	68.4771055461	10.5600004	6.21257401	17.753	17.57	18.051	18.642	17.876	17.704	17.671	18.044	18.297	18.041	16.065	18.565	17.783	17.509	17.875	99.0	17.997	17.217	17.61	18.433	19.739	17.94	16.044	18.311	18.703	18.563	19.316	19.364	18.711	18.714	18.798	18.917	18.883	18.908	17.156	19.41	0.06	0.046	0.106	0.444	0.182	0.156	0.155	0.164	0.196	0.161	0.027	0.489	0.114	0.077	0.172	99.0	0.35	0.17	0.255	0.412	1.305	0.257	0.048	0.693	0.027	0.025	0.055	0.145	0.079	0.081	0.086	0.072	0.066	0.07	0.019	0.185	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0.7298826315285154	0.006762127455342623	0.263355241016142
70362	24916	157.183847409	68.4739821886	8.57999992	4.03061247	14.729	14.667	15.127	15.019	15.075	14.973	14.989	14.973	15.024	15.249	13.519	15.183	14.928	14.831	16.017	15.728	15.29	15.46	15.275	15.256	15.516	16.219	13.786	16.939	16.678	16.434	17.031	17.124	16.666	16.56	16.638	16.645	16.603	16.882	15.57	17.174	0.007	0.006	0.014	0.028	0.024	0.022	0.023	0.017	0.018	0.023	0.005	0.038	0.024	0.018	0.099	0.157	0.068	0.077	0.073	0.056	0.069	0.136	0.017	0.518	0.007	0.007	0.009	0.02	0.019	0.018	0.019	0.015	0.014	0.017	0.008	0.027	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.6000396578295002	0.016464609015046178	0.38349573315545366
70431	16825	112.179163033	69.1893505811	3.5	5.85174465	13.01	12.767	13.061	12.973	13.204	13.256	13.278	13.147	13.183	13.158	11.649	12.932	13.421	13.121	13.68	13.584	13.744	13.661	13.726	13.755	13.674	13.849	11.788	13.638	14.89	14.476	15.771	15.787	15.346	15.258	15.309	15.582	15.229	15.926	12.998	15.941	0.013	0.011	0.02	0.04	0.025	0.028	0.033	0.021	0.018	0.025	0.008	0.036	0.008	0.007	0.014	0.028	0.02	0.02	0.023	0.018	0.014	0.022	0.004	0.03	0.002	0.002	0.004	0.007	0.008	0.008	0.008	0.008	0.006	0.009	0.002	0.011	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.9676971482843323	0.0009395516691234207	0.031363300046544224
72851	11490	21.3925239608	7.9900642688	6.59999943	4.29760695	17.464	17.431	17.998	17.821	18.092	17.665	18.061	17.794	17.804	16.514	15.913	17.853	17.375	17.379	17.874	17.476	17.996	17.647	18.24	17.858	17.614	16.451	15.884	17.547	18.019	17.868	18.603	18.468	18.546	18.234	18.256	18.344	18.356	16.879	16.302	18.725	0.027	0.026	0.066	0.094	0.093	0.064	0.094	0.061	0.06	0.021	0.013	0.128	0.04	0.038	0.094	0.11	0.134	0.097	0.172	0.101	0.079	0.029	0.019	0.155	0.021	0.02	0.05	0.072	0.065	0.051	0.053	0.048	0.048	0.016	0.011	0.122	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.760916030484033	0.011132462754490952	0.22795150676147605
67752	2740	212.260672142	48.0130205965	5.27999973	3.98356652	17.913	17.85	18.235	18.272	18.416	18.098	17.982	18.209	17.894	17.427	16.569	18.485	17.841	17.855	18.218	18.052	18.372	18.161	18.044	18.227	17.792	17.351	16.564	18.349	18.103	18.003	18.501	18.542	18.51	18.187	18.255	18.355	18.187	17.592	16.7	18.629	0.027	0.026	0.038	0.1	0.101	0.08	0.072	0.068	0.049	0.033	0.016	0.145	0.033	0.034	0.05	0.109	0.127	0.11	0.099	0.09	0.058	0.039	0.02	0.17	0.02	0.02	0.028	0.072	0.065	0.054	0.056	0.048	0.04	0.025	0.013	0.093	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.5786622041331816	0.020908902113228812	0.40042889375358964
65478	6156	139.136610165	39.8660987909	6.59999943	4.82771206	17.737	17.669	18.255	18.13	18.311	17.532	17.936	18.09	17.848	17.191	16.304	17.909	17.641	17.556	18.162	17.808	18.277	17.551	17.677	17.824	17.7	17.07	16.211	17.753	18.179	18.103	18.679	18.621	18.425	17.852	18.24	18.399	18.367	17.588	16.719	18.647	0.037	0.034	0.089	0.161	0.128	0.065	0.096	0.093	0.076	0.043	0.02	0.166	0.045	0.04	0.11	0.161	0.164	0.087	0.1	0.097	0.088	0.05	0.024	0.193	0.022	0.022	0.048	0.09	0.058	0.038	0.053	0.051	0.05	0.028	0.014	0.118	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.5239189873615099	0.018475518194141092	0.457605494444349
75572	15626	154.679463255	46.0505559068	10.5600004	5.70121002	15.372	15.635	15.323	15.363	16.278	16.073	15.793	15.841	15.58	15.606	14.74	15.202	15.571	15.976	15.562	15.813	15.949	16.46	15.672	16.106	15.476	15.664	14.769	15.283	17.625	17.542	18.086	18.041	18.02	17.668	17.854	18.099	17.934	18.152	16.102	18.096	0.018	0.022	0.02	0.052	0.076	0.067	0.055	0.042	0.033	0.037	0.018	0.051	0.046	0.063	0.055	0.172	0.106	0.187	0.099	0.104	0.059	0.081	0.04	0.117	0.013	0.014	0.021	0.045	0.039	0.031	0.035	0.034	0.029	0.035	0.009	0.056	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.5826514701832722	0.01977481478301023	0.39757371503371747
66536	12008	187.20049073	43.230197756	0.0	6.57369423	18.15	18.724	18.652	17.714	17.904	17.328	17.694	19.597	17.982	20.379	16.638	18.135	99.0	99.0	99.0	18.047	17.198	16.785	17.23	99.0	17.843	99.0	17.064	18.638	18.738	18.686	19.515	19.588	18.956	18.645	19.109	19.311	19.132	19.573	16.907	20.136	0.126	0.217	0.229	0.206	0.21	0.142	0.191	0.917	0.188	1.854	0.055	0.38	99.0	99.0	99.0	0.488	0.183	0.146	0.204	99.0	0.278	99.0	0.14	1.056	0.031	0.032	0.065	0.157	0.086	0.073	0.11	0.104	0.083	0.129	0.015	0.323	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0.8046611559050346	0.003672594485865452	0.19166624960909984
