Tile	Number	RA	Dec	rSDSS_auto	gSDSS_auto	iSDSS_auto	zSDSS_auto	uJAVA_auto	J0378_auto	J0395_auto	J0410_auto	J0430_auto	J0515_auto	J0660_auto	J0861_auto	rSDSS_PETRO	gSDSS_PETRO	iSDSS_PETRO	zSDSS_PETRO	uJAVA_PETRO	J0378_PETRO	J0395_PETRO	J0410_PETRO	J0430_PETRO	J0515_PETRO	J0660_PETRO	J0861_PETRO	rSDSS_MAG_APER_6_0	gSDSS_MAG_APER_6_0	iSDSS_MAG_APER_6_0	zSDSS_MAG_APER_6_0	uJAVA_MAG_APER_6_0	J0378_MAG_APER_6_0	J0395_MAG_APER_6_0	J0410_MAG_APER_6_0	J0430_MAG_APER_6_0	J0515_MAG_APER_6_0	J0660_MAG_APER_6_0	J0861_MAG_APER_6_0	rSDSS_auto_err	gSDSS_auto_err	iSDSS_auto_err	zSDSS_auto_err	uJAVA_auto_err	J0378_auto_err	J0395_auto_err	J0410_auto_err	J0430_auto_err	J0515_auto_err	J0660_auto_err	J0861_auto_err	rSDSS_PETRO_err	gSDSS_PETRO_err	iSDSS_PETRO_err	zSDSS_PETRO_err	uJAVA_PETRO_err	J0378_PETRO_err	J0395_PETRO_err	J0410_PETRO_err	J0430_PETRO_err	J0515_PETRO_err	J0660_PETRO_err	J0861_PETRO_err	rSDSS_MAG_APER_6_0_err	gSDSS_MAG_APER_6_0_err	iSDSS_MAG_APER_6_0_err	zSDSS_MAG_APER_6_0_err	uJAVA_MAG_APER_6_0_err	J0378_MAG_APER_6_0_err	J0395_MAG_APER_6_0_err	J0410_MAG_APER_6_0_err	J0430_MAG_APER_6_0_err	J0515_MAG_APER_6_0_err	J0660_MAG_APER_6_0_err	J0861_MAG_APER_6_0_err	rSDSS_FLAGS	gSDSS_FLAGS	iSDSS_FLAGS	zSDSS_FLAGS	uJAVA_FLAGS	J0378_FLAGS	J0395_FLAGS	J0410_FLAGS	J0430_FLAGS	J0515_FLAGS	J0660_FLAGS	J0861_FLAGS	rSDSS_MASK_FLAGS	gSDSS_MASK_FLAGS	iSDSS_MASK_FLAGS	zSDSS_MASK_FLAGS	uJAVA_MASK_FLAGS	J0378_MASK_FLAGS	J0395_MASK_FLAGS	J0410_MASK_FLAGS	J0430_MASK_FLAGS	J0515_MASK_FLAGS	J0660_MASK_FLAGS	J0861_MASK_FLAGS
65053	19045	254.67571371	38.8797743952	13.28	10.881	12.943	9.929	12.95	12.771	12.451	11.598	11.321	10.51	10.006	9.86	13.265	10.879	12.93	9.928	12.946	12.768	12.448	11.596	11.318	10.509	10.005	9.859	15.064	15.412	14.726	14.144	17.735	17.42	17.229	16.308	16.099	15.16	14.352	14.218	0.003	0.001	0.004	0.001	0.005	0.004	0.003	0.001	0.001	0.001	0.001	0.001	0.003	0.001	0.004	0.001	0.005	0.004	0.003	0.002	0.001	0.001	0.001	0.001	0.003	0.005	0.004	0.003	0.037	0.031	0.028	0.013	0.011	0.007	0.004	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
65053	20738	253.91071135	39.0225800252	19.866	20.116	20.086	19.677	20.452	20.099	21.663	20.254	20.334	20.341	19.027	19.685	19.785	20.119	20.108	19.54	20.106	19.924	23.637	19.758	20.763	20.471	19.024	19.035	19.882	20.123	20.049	19.669	20.481	20.196	21.327	20.338	20.374	20.293	19.063	19.623	0.084	0.109	0.169	0.251	0.344	0.261	1.093	0.239	0.247	0.257	0.077	0.268	0.118	0.164	0.264	0.339	0.379	0.335	10.196	0.228	0.552	0.437	0.114	0.226	0.081	0.105	0.154	0.236	0.336	0.272	0.761	0.245	0.243	0.234	0.076	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70691	7831	254.274183728	71.9562959329	19.82	21.955	19.198	99.0	20.066	99.0	19.515	99.0	19.785	99.0	19.708	20.365	19.829	21.87	19.204	99.0	19.797	99.0	19.435	99.0	19.937	99.0	19.807	20.555	19.978	21.043	19.896	19.758	20.724	21.261	20.469	21.702	20.443	21.235	19.337	19.093	0.254	1.709	0.229	99.0	0.936	99.0	0.444	99.0	0.729	99.0	0.388	1.789	0.262	1.618	0.236	99.0	0.747	99.0	0.422	99.0	0.859	99.0	0.434	2.18	0.104	0.26	0.15	0.239	0.61	0.863	0.388	1.12	0.478	0.693	0.1	0.195	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2
64318	35337	279.49138324	35.9005259966	12.302	10.913	11.983	9.992	12.888	12.737	12.359	11.541	11.263	10.539	10.039	9.885	12.262	10.88	11.933	9.93	12.853	12.695	12.325	11.513	11.236	10.513	10.01	9.858	16.407	16.797	15.896	15.093	19.277	18.876	18.822	17.958	17.6	16.57	15.643	15.335	0.001	0.0	0.001	0.0	0.002	0.002	0.002	0.001	0.001	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.002	0.002	0.002	0.001	0.001	0.001	0.0	0.0	0.007	0.009	0.007	0.006	0.117	0.089	0.088	0.035	0.026	0.014	0.008	0.008	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
64318	37235	279.492962003	35.8986039796	12.686	11.567	12.304	10.588	13.546	13.382	13.017	12.211	11.94	11.215	10.7	10.54	12.677	11.565	12.296	10.584	13.542	13.38	13.015	12.209	11.938	11.214	10.698	10.538	14.26	14.347	14.171	13.245	16.846	16.325	16.106	15.577	15.217	14.395	13.524	13.562	0.001	0.001	0.001	0.001	0.004	0.004	0.003	0.002	0.001	0.001	0.001	0.001	0.002	0.001	0.002	0.001	0.005	0.005	0.004	0.002	0.001	0.001	0.001	0.001	0.003	0.003	0.004	0.002	0.026	0.019	0.018	0.012	0.009	0.006	0.004	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
64318	43011	279.414279644	35.9306262887	13.421	10.999	13.017	9.894	12.888	12.721	12.346	11.535	11.328	10.628	10.09	9.838	13.433	11.0	13.024	9.895	12.888	12.72	12.348	11.536	11.33	10.629	10.09	9.838	15.742	16.054	15.176	14.549	18.659	18.458	18.082	17.258	16.869	15.832	14.948	14.714	0.004	0.001	0.005	0.001	0.005	0.004	0.003	0.001	0.001	0.001	0.001	0.001	0.004	0.001	0.005	0.001	0.005	0.004	0.003	0.001	0.001	0.001	0.001	0.001	0.005	0.006	0.004	0.004	0.07	0.064	0.048	0.021	0.016	0.009	0.005	0.005	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
70691	23354	256.699025317	72.7013965378	13.221	10.474	13.348	10.849	11.567	11.389	11.179	10.575	10.523	10.097	9.966	9.888	13.192	10.47	13.313	10.844	11.562	11.383	11.173	10.57	10.518	10.094	9.964	9.885	14.936	15.033	15.137	14.379	16.501	16.529	16.345	15.615	15.5	14.722	14.474	14.432	0.003	0.001	0.004	0.001	0.002	0.002	0.001	0.001	0.001	0.001	0.0	0.001	0.003	0.001	0.005	0.001	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.004	0.004	0.004	0.004	0.02	0.019	0.017	0.011	0.01	0.006	0.004	0.005	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
64318	47341	278.917375174	36.1118338527	19.151	19.993	18.412	18.132	21.27	22.083	20.394	20.957	20.436	20.289	17.864	18.421	19.137	20.004	18.41	18.182	21.425	21.5	20.558	21.006	20.415	20.33	17.871	18.457	19.251	20.28	18.538	18.337	21.1	21.655	21.482	21.253	21.012	20.308	17.947	18.424	0.057	0.108	0.048	0.07	1.003	2.258	0.486	0.593	0.341	0.317	0.038	0.117	0.052	0.102	0.045	0.068	1.079	1.232	0.528	0.579	0.313	0.307	0.036	0.113	0.042	0.094	0.036	0.056	0.574	1.014	0.876	0.517	0.388	0.215	0.029	0.078	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
70800	8948	246.824030367	73.3936817696	18.989	18.173	19.73	17.644	18.876	18.667	18.592	18.667	18.519	17.949	17.751	17.558	20.484	20.996	20.79	20.571	21.344	20.308	21.555	22.151	20.532	20.705	21.087	21.099	19.198	18.137	20.148	17.612	19.249	18.983	18.936	18.595	18.679	17.984	17.805	17.648	0.093	0.052	0.225	0.067	0.263	0.22	0.192	0.171	0.146	0.089	0.068	0.082	0.135	0.202	0.188	0.288	0.838	0.334	0.892	1.169	0.278	0.329	0.465	0.595	0.069	0.032	0.169	0.04	0.215	0.17	0.16	0.098	0.1	0.059	0.046	0.055	0	0	1	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3
64318	53964	279.096423329	36.2297582916	19.906	20.489	20.278	19.36	20.245	21.003	20.557	20.679	20.565	20.424	18.987	20.124	19.85	20.278	20.352	19.304	20.352	20.608	19.815	20.667	21.421	20.771	18.893	20.454	19.931	20.511	20.288	19.374	20.282	20.903	20.554	20.618	20.564	20.42	19.021	20.114	0.073	0.111	0.169	0.14	0.255	0.544	0.366	0.298	0.25	0.232	0.065	0.363	0.105	0.137	0.278	0.204	0.421	0.568	0.279	0.447	0.826	0.483	0.089	0.748	0.074	0.113	0.169	0.141	0.264	0.497	0.366	0.283	0.25	0.232	0.067	0.357	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
64318	54672	280.019755064	36.1902671532	11.876	11.915	12.963	9.412	15.271	14.864	14.578	13.326	12.805	11.458	10.457	10.339	11.876	11.915	12.963	9.412	15.271	14.864	14.578	13.326	12.805	11.458	10.457	10.339	14.448	15.462	14.875	12.542	19.062	18.446	18.289	17.22	16.69	15.437	13.908	12.917	0.001	0.001	0.003	0.001	0.025	0.018	0.014	0.004	0.003	0.001	0.001	0.001	0.001	0.001	0.003	0.001	0.025	0.018	0.014	0.004	0.003	0.001	0.001	0.001	0.003	0.004	0.004	0.002	0.095	0.062	0.055	0.02	0.014	0.007	0.003	0.002	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
64318	55731	280.057690321	36.2455466512	13.952	11.917	11.061	10.839	14.27	14.11	13.665	12.809	12.439	11.541	10.966	10.81	13.956	11.918	11.061	10.838	14.283	14.095	13.66	12.809	12.444	11.541	10.966	10.81	15.298	15.253	14.013	14.079	17.963	17.594	17.277	16.493	16.093	15.316	14.37	14.322	0.002	0.001	0.001	0.001	0.006	0.005	0.004	0.002	0.002	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.01	0.009	0.006	0.003	0.002	0.001	0.001	0.001	0.003	0.004	0.003	0.003	0.041	0.033	0.027	0.013	0.01	0.007	0.004	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
70800	15440	249.799751781	73.9774203526	11.688	11.314	14.017	9.737	10.725	10.342	10.227	9.855	9.783	9.648	9.6	9.476	11.688	11.314	14.008	9.737	10.724	10.341	10.227	9.855	9.783	9.648	9.6	9.476	15.663	15.251	15.892	14.536	15.919	15.485	15.632	15.125	14.956	14.817	14.642	14.406	0.001	0.001	0.003	0.0	0.001	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.003	0.0	0.001	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.005	0.004	0.005	0.004	0.013	0.011	0.011	0.007	0.006	0.006	0.005	0.005	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
64318	57338	280.05769233	36.2455584381	13.963	11.922	11.065	10.837	14.256	14.108	13.681	12.811	12.443	11.547	10.971	10.812	13.946	11.921	11.063	10.834	14.25	14.107	13.683	12.811	12.441	11.546	10.97	10.811	15.442	14.93	13.744	13.717	17.594	17.138	16.919	16.24	15.798	14.846	14.038	13.919	0.003	0.001	0.001	0.001	0.009	0.008	0.006	0.002	0.002	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.009	0.009	0.006	0.003	0.002	0.001	0.001	0.001	0.004	0.004	0.003	0.003	0.033	0.026	0.024	0.012	0.01	0.006	0.004	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
70800	23999	249.517356843	74.0506867485	12.319	11.613	11.289	11.193	12.464	12.16	12.076	11.608	11.547	11.185	11.068	10.959	12.319	11.613	11.289	11.193	12.464	12.16	12.076	11.608	11.547	11.185	11.068	10.959	12.666	11.814	11.585	11.409	12.653	12.36	12.227	11.77	11.729	11.337	11.229	11.152	0.001	0.001	0.0	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2
64318	79973	280.383758268	36.7033070511	18.057	17.854	17.383	16.882	18.922	18.757	19.578	18.177	17.7	17.193	17.197	16.984	17.529	17.441	16.897	16.362	18.453	18.66	18.669	17.524	17.171	16.68	16.701	16.458	19.86	20.008	19.381	19.029	21.42	20.453	21.79	20.773	19.85	19.609	19.168	19.344	0.074	0.052	0.063	0.076	0.366	0.344	0.704	0.144	0.092	0.061	0.064	0.097	0.061	0.045	0.054	0.061	0.304	0.394	0.387	0.101	0.074	0.049	0.053	0.079	0.105	0.103	0.099	0.146	0.989	0.493	1.474	0.417	0.193	0.156	0.109	0.224	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3
66890	24599	282.428014647	42.7553114465	12.348	10.963	13.26	10.679	11.782	11.399	11.259	10.918	10.911	10.689	10.555	10.649	12.348	10.963	13.26	10.679	11.782	11.399	11.259	10.918	10.911	10.689	10.555	10.649	14.192	13.742	14.485	13.672	15.339	14.665	14.285	14.321	14.28	14.03	13.647	14.132	0.001	0.0	0.003	0.001	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.003	0.001	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.003	0.002	0.003	0.003	0.01	0.008	0.006	0.005	0.005	0.004	0.004	0.005	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
66890	25510	282.429697173	42.7551270915	12.353	10.962	13.257	10.674	11.781	11.398	11.256	10.918	10.911	10.691	10.555	10.647	12.353	10.962	13.257	10.674	11.781	11.398	11.256	10.918	10.911	10.691	10.555	10.647	13.846	13.506	14.762	13.385	15.155	14.507	14.04	14.33	14.161	13.983	13.511	14.071	0.001	0.0	0.003	0.001	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.003	0.001	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.003	0.002	0.003	0.002	0.01	0.008	0.006	0.006	0.005	0.005	0.003	0.005	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
65655	11	168.949910154	39.4627123687	17.287	17.959	15.556	15.057	20.666	20.532	19.904	20.52	19.354	19.588	16.337	15.83	17.291	17.953	15.557	15.026	20.666	20.429	19.876	20.378	19.305	19.511	16.341	15.819	17.327	18.021	15.594	15.088	21.317	20.591	20.097	20.914	19.263	19.389	16.381	15.865	0.02	0.023	0.016	0.015	0.474	0.447	0.254	0.472	0.169	0.23	0.02	0.023	0.02	0.024	0.017	0.015	0.495	0.426	0.259	0.433	0.168	0.224	0.021	0.023	0.015	0.018	0.013	0.011	0.54	0.301	0.195	0.425	0.103	0.125	0.017	0.017	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66890	33010	283.523448276	42.9809901756	18.554	19.162	18.236	18.936	18.535	17.949	19.555	18.671	18.871	19.208	17.872	18.394	18.325	18.855	17.855	18.963	17.363	17.732	18.923	18.182	18.512	18.475	17.757	18.31	19.446	19.544	19.097	19.942	23.755	20.44	21.707	19.924	19.606	19.916	18.572	19.257	0.096	0.181	0.108	0.333	0.23	0.148	0.667	0.234	0.241	0.346	0.102	0.263	0.102	0.183	0.1	0.484	0.102	0.152	0.493	0.192	0.219	0.229	0.118	0.316	0.101	0.121	0.11	0.349	13.334	0.707	2.269	0.351	0.234	0.322	0.097	0.272	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1
66890	34568	282.739212182	42.9811931961	13.832	11.077	13.639	10.523	12.347	12.093	11.975	11.414	11.334	10.84	10.503	10.52	13.817	11.075	13.601	10.519	12.34	12.083	11.969	11.411	11.329	10.839	10.502	10.518	15.286	14.494	15.446	13.949	16.321	15.715	15.313	15.353	15.272	14.741	14.13	14.416	0.003	0.001	0.004	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.006	0.001	0.007	0.001	0.003	0.003	0.002	0.001	0.001	0.001	0.001	0.001	0.004	0.004	0.005	0.003	0.019	0.014	0.011	0.01	0.009	0.007	0.007	0.007	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
66890	37740	282.638787715	43.0269912985	13.584	10.902	13.078	10.101	12.216	11.985	11.816	11.158	11.1	10.555	10.169	10.111	13.56	10.898	13.06	10.098	12.208	11.976	11.811	11.153	11.094	10.553	10.168	10.109	15.384	15.487	14.979	14.442	17.613	17.154	16.831	16.412	16.244	15.454	14.749	14.802	0.004	0.0	0.004	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.005	0.001	0.005	0.001	0.003	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.004	0.004	0.004	0.003	0.034	0.026	0.022	0.013	0.011	0.007	0.005	0.006	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
65655	9504	168.668165512	40.0496779428	13.939	10.623	10.02	10.04	11.221	10.919	10.811	10.49	10.519	10.206	10.067	10.078	14.012	10.618	10.024	10.041	11.224	10.929	10.824	10.494	10.521	10.203	10.068	10.08	15.496	14.36	14.23	14.108	15.495	15.147	15.061	14.518	14.63	14.271	14.182	14.239	0.002	0.0	0.0	0.0	0.001	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.001	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.004	0.002	0.004	0.004	0.006	0.006	0.006	0.004	0.004	0.004	0.004	0.005	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
65655	11879	168.770568713	40.1280671404	13.65	11.455	10.704	10.682	12.407	12.169	12.036	11.477	11.48	11.023	10.765	10.719	13.65	11.455	10.704	10.682	12.407	12.169	12.036	11.477	11.48	11.023	10.765	10.719	15.66	15.415	14.957	14.795	16.793	16.515	16.485	15.716	15.715	15.216	14.917	14.954	0.003	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.003	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.004	0.003	0.006	0.005	0.01	0.009	0.01	0.006	0.006	0.005	0.005	0.005	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
66890	47169	282.818149992	43.2436362327	13.226	10.724	12.769	9.677	12.452	12.266	11.966	11.15	11.005	10.351	9.837	9.727	13.196	10.72	12.747	9.673	12.446	12.259	11.956	11.144	11.0	10.348	9.834	9.725	14.809	15.034	14.698	13.817	17.569	17.159	16.694	16.108	15.829	14.931	14.166	14.141	0.003	0.001	0.003	0.0	0.003	0.003	0.002	0.001	0.001	0.001	0.001	0.001	0.004	0.001	0.004	0.0	0.003	0.003	0.003	0.001	0.001	0.001	0.001	0.001	0.003	0.003	0.003	0.002	0.033	0.026	0.019	0.011	0.009	0.006	0.003	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
66890	47310	282.817978443	43.2437155418	13.241	10.721	12.877	9.681	12.434	12.26	11.959	11.143	10.996	10.349	9.841	9.733	13.265	10.725	12.9	9.683	12.44	12.263	11.962	11.146	11.0	10.352	9.842	9.734	15.576	15.176	14.668	13.843	17.744	17.332	16.81	16.315	16.041	15.114	14.269	14.258	0.004	0.001	0.005	0.001	0.004	0.003	0.003	0.001	0.001	0.001	0.001	0.001	0.004	0.001	0.004	0.0	0.003	0.003	0.002	0.001	0.001	0.001	0.001	0.001	0.005	0.005	0.003	0.003	0.041	0.032	0.022	0.014	0.011	0.007	0.004	0.005	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
66890	49024	282.737192011	43.3037142904	13.37	10.569	11.774	10.472	11.367	10.85	10.613	10.477	10.495	10.331	10.333	10.46	13.37	10.569	11.774	10.472	11.367	10.85	10.613	10.477	10.495	10.331	10.333	10.46	15.099	14.376	14.661	14.232	15.969	15.194	14.719	14.797	14.755	14.556	14.332	14.739	0.004	0.0	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.004	0.0	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.004	0.003	0.004	0.003	0.012	0.008	0.007	0.006	0.005	0.005	0.004	0.005	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
66890	59620	282.028694605	43.6784265845	18.97	18.919	18.99	18.214	18.95	20.009	20.117	18.305	19.617	18.526	17.823	18.434	20.207	20.711	20.146	19.811	20.762	21.317	99.0	20.607	20.511	20.796	19.968	19.696	19.665	19.57	19.671	18.857	19.931	20.515	20.906	19.711	20.033	19.413	19.025	18.825	0.126	0.123	0.192	0.172	0.279	0.799	0.904	0.14	0.421	0.17	0.087	0.24	0.151	0.249	0.212	0.283	0.593	1.061	99.0	0.459	0.384	0.534	0.236	0.298	0.127	0.124	0.189	0.165	0.382	0.698	1.028	0.279	0.338	0.213	0.141	0.186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66890	60085	283.019991664	43.6723211837	18.166	18.713	17.745	15.884	19.168	18.839	18.991	19.854	19.29	18.124	17.488	17.503	17.608	18.087	17.119	15.255	18.382	17.594	18.022	18.872	19.039	17.958	17.19	16.855	18.744	19.664	18.487	17.265	20.258	20.677	19.891	20.435	20.043	19.07	17.987	18.238	0.05	0.081	0.049	0.019	0.299	0.255	0.273	0.483	0.248	0.102	0.056	0.082	0.054	0.082	0.051	0.018	0.241	0.133	0.194	0.336	0.355	0.146	0.071	0.081	0.049	0.111	0.055	0.038	0.487	0.819	0.37	0.488	0.29	0.147	0.055	0.093	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
74601	87	333.979378729	33.1738286536	15.988	16.206	15.459	15.175	17.272	16.426	16.427	16.625	16.455	15.992	15.373	15.342	16.035	16.25	15.495	15.269	17.24	16.57	16.438	16.681	16.476	16.034	15.442	15.366	17.883	18.097	17.443	17.177	19.741	18.998	17.974	18.406	18.192	17.894	17.018	17.314	0.033	0.035	0.029	0.045	0.187	0.09	0.096	0.087	0.073	0.049	0.033	0.059	0.031	0.033	0.027	0.044	0.165	0.094	0.088	0.083	0.068	0.046	0.032	0.054	0.035	0.045	0.031	0.046	0.346	0.193	0.089	0.096	0.08	0.062	0.034	0.066	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
72179	3824	16.0456810878	4.22955003867	19.779	20.131	19.969	19.897	20.959	20.688	20.451	20.279	19.25	20.092	19.383	19.567	19.84	20.053	20.008	19.986	20.725	20.539	20.837	20.415	19.105	20.068	19.161	19.794	19.78	20.092	19.977	19.924	20.866	20.739	20.755	20.321	19.181	20.059	19.255	19.639	0.084	0.116	0.133	0.242	0.597	0.466	0.363	0.261	0.099	0.203	0.105	0.24	0.114	0.137	0.177	0.339	0.62	0.521	0.663	0.375	0.109	0.252	0.109	0.379	0.094	0.124	0.15	0.277	0.617	0.549	0.537	0.301	0.104	0.219	0.105	0.285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72179	6895	15.422751917	4.43079719355	19.988	20.775	19.46	19.327	21.771	21.418	24.402	21.965	20.752	20.209	19.278	19.225	19.905	20.56	19.448	19.251	21.685	21.804	21.176	22.042	20.737	20.246	19.195	19.485	19.95	20.587	19.424	19.272	22.122	22.049	22.657	22.335	20.865	20.261	19.231	19.186	0.104	0.205	0.086	0.146	1.237	0.903	13.589	1.199	0.374	0.225	0.096	0.178	0.125	0.219	0.11	0.177	1.487	1.67	0.911	1.667	0.481	0.301	0.114	0.293	0.111	0.192	0.092	0.153	1.899	1.791	3.047	1.87	0.463	0.262	0.102	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72179	11141	16.081247294	5.22598913663	11.799	11.047	10.663	10.585	12.21	12.017	11.936	11.287	11.221	10.772	10.567	10.463	11.799	11.047	10.663	10.585	12.21	12.017	11.936	11.287	11.221	10.772	10.567	10.463	12.184	11.242	11.017	10.877	12.372	12.171	12.11	11.433	11.371	10.922	10.754	10.661	0.001	0.001	0.001	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2
72179	14514	15.5472419404	5.03461462514	19.476	19.962	19.539	19.259	20.606	20.281	19.79	20.363	21.079	19.792	18.985	18.907	19.423	19.704	19.185	19.08	19.792	19.921	19.93	19.651	20.381	19.693	18.808	18.86	19.535	20.101	19.529	19.406	20.915	20.28	19.825	20.427	20.809	19.9	19.027	19.018	0.082	0.123	0.116	0.172	0.515	0.382	0.24	0.336	0.625	0.191	0.092	0.166	0.118	0.147	0.129	0.223	0.372	0.415	0.415	0.265	0.502	0.265	0.117	0.243	0.076	0.124	0.101	0.173	0.603	0.337	0.219	0.314	0.43	0.187	0.085	0.161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74601	22783	335.02967473	33.9267398867	18.112	19.115	15.906	18.181	17.392	18.522	18.883	16.791	16.734	16.206	17.395	15.75	17.898	18.537	14.514	17.611	16.192	18.262	18.362	15.77	15.443	14.937	17.271	14.438	19.011	20.025	18.543	18.957	20.111	19.732	19.944	19.591	19.415	18.796	18.141	18.205	0.083	0.203	0.014	0.265	0.074	0.248	0.373	0.043	0.039	0.026	0.082	0.031	0.096	0.17	0.007	0.235	0.038	0.264	0.331	0.025	0.019	0.013	0.101	0.015	0.087	0.204	0.058	0.223	0.362	0.354	0.438	0.24	0.187	0.112	0.076	0.124	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
74601	24789	334.568900041	33.9257938769	13.052	10.266	12.901	9.782	11.316	10.999	10.939	10.363	10.279	9.961	9.736	9.693	13.022	10.262	12.876	9.78	11.311	10.995	10.933	10.358	10.274	9.958	9.734	9.691	14.955	14.863	15.048	13.864	16.424	15.876	15.012	15.306	15.207	14.741	14.229	14.205	0.003	0.0	0.004	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.001	0.004	0.0	0.005	0.001	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.004	0.004	0.004	0.004	0.016	0.013	0.008	0.008	0.007	0.006	0.004	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
