Tile	Number	RA	Dec	rSDSS_auto	gSDSS_auto	iSDSS_auto	zSDSS_auto	uJAVA_auto	J0378_auto	J0395_auto	J0410_auto	J0430_auto	J0515_auto	J0660_auto	J0861_auto	rSDSS_PETRO	gSDSS_PETRO	iSDSS_PETRO	zSDSS_PETRO	uJAVA_PETRO	J0378_PETRO	J0395_PETRO	J0410_PETRO	J0430_PETRO	J0515_PETRO	J0660_PETRO	J0861_PETRO	rSDSS_MAG_APER_6_0	gSDSS_MAG_APER_6_0	iSDSS_MAG_APER_6_0	zSDSS_MAG_APER_6_0	uJAVA_MAG_APER_6_0	J0378_MAG_APER_6_0	J0395_MAG_APER_6_0	J0410_MAG_APER_6_0	J0430_MAG_APER_6_0	J0515_MAG_APER_6_0	J0660_MAG_APER_6_0	J0861_MAG_APER_6_0	rSDSS_auto_err	gSDSS_auto_err	iSDSS_auto_err	zSDSS_auto_err	uJAVA_auto_err	J0378_auto_err	J0395_auto_err	J0410_auto_err	J0430_auto_err	J0515_auto_err	J0660_auto_err	J0861_auto_err	rSDSS_PETRO_err	gSDSS_PETRO_err	iSDSS_PETRO_err	zSDSS_PETRO_err	uJAVA_PETRO_err	J0378_PETRO_err	J0395_PETRO_err	J0410_PETRO_err	J0430_PETRO_err	J0515_PETRO_err	J0660_PETRO_err	J0861_PETRO_err	rSDSS_MAG_APER_6_0_err	gSDSS_MAG_APER_6_0_err	iSDSS_MAG_APER_6_0_err	zSDSS_MAG_APER_6_0_err	uJAVA_MAG_APER_6_0_err	J0378_MAG_APER_6_0_err	J0395_MAG_APER_6_0_err	J0410_MAG_APER_6_0_err	J0430_MAG_APER_6_0_err	J0515_MAG_APER_6_0_err	J0660_MAG_APER_6_0_err	J0861_MAG_APER_6_0_err	rSDSS_FLAGS	gSDSS_FLAGS	iSDSS_FLAGS	zSDSS_FLAGS	uJAVA_FLAGS	J0378_FLAGS	J0395_FLAGS	J0410_FLAGS	J0430_FLAGS	J0515_FLAGS	J0660_FLAGS	J0861_FLAGS	rSDSS_MASK_FLAGS	gSDSS_MASK_FLAGS	iSDSS_MASK_FLAGS	zSDSS_MASK_FLAGS	uJAVA_MASK_FLAGS	J0378_MASK_FLAGS	J0395_MASK_FLAGS	J0410_MASK_FLAGS	J0430_MASK_FLAGS	J0515_MASK_FLAGS	J0660_MASK_FLAGS	J0861_MASK_FLAGS
68743	20012	235.076959508	54.8083158875	18.589	16.439	18.257	17.666	17.749	17.691	17.53	16.927	18.298	16.2	17.399	17.758	18.482	15.504	17.923	17.383	17.106	17.11	17.533	16.885	18.206	16.16	17.273	17.256	19.52	18.932	19.581	18.797	20.022	20.451	19.648	19.74	19.477	18.868	18.57	19.198	0.093	0.012	0.095	0.111	0.114	0.114	0.104	0.048	0.146	0.025	0.062	0.145	0.109	0.007	0.09	0.111	0.081	0.085	0.129	0.057	0.17	0.029	0.071	0.118	0.094	0.052	0.135	0.13	0.391	0.608	0.313	0.256	0.191	0.118	0.083	0.229	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1
68743	23087	234.535936887	54.6226396813	11.743	11.058	12.597	10.291	12.762	12.6	12.347	11.582	11.405	10.68	10.28	10.178	11.743	11.058	12.597	10.291	12.762	12.6	12.347	11.582	11.405	10.68	10.28	10.178	15.019	14.258	15.079	13.712	16.438	16.307	15.969	15.244	15.214	14.409	13.859	13.897	0.001	0.001	0.002	0.001	0.004	0.003	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.001	0.004	0.003	0.003	0.001	0.001	0.001	0.001	0.001	0.004	0.003	0.004	0.003	0.018	0.017	0.015	0.009	0.008	0.005	0.004	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
70170	30781	107.250826356	67.3075383155	13.569	11.133	12.302	11.142	11.904	11.516	11.311	11.089	11.063	10.909	10.971	11.017	13.569	11.133	12.302	11.142	11.904	11.516	11.311	11.089	11.063	10.909	10.971	11.017	14.8	14.053	14.301	14.167	15.235	14.764	14.587	14.246	14.245	14.027	14.119	14.234	0.003	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.003	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.003	0.003	0.002	0.005	0.009	0.007	0.007	0.005	0.005	0.004	0.004	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
73930	8056	334.582847774	27.8711968002	18.68	18.707	18.74	18.602	19.02	18.51	18.414	19.104	18.969	18.271	17.611	18.807	18.561	18.601	18.625	18.496	19.302	18.484	18.291	18.849	18.621	18.26	17.541	18.411	18.877	18.929	19.061	18.95	19.34	18.795	18.967	19.079	19.138	18.425	17.784	19.172	0.055	0.058	0.069	0.148	0.179	0.12	0.109	0.164	0.135	0.072	0.04	0.217	0.072	0.075	0.093	0.199	0.332	0.168	0.14	0.186	0.142	0.102	0.053	0.221	0.038	0.043	0.051	0.111	0.137	0.092	0.106	0.094	0.091	0.051	0.029	0.168	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
64580	20468	253.625604012	37.5342099807	13.116	10.915	11.557	10.612	11.972	11.685	11.614	11.061	10.992	10.595	10.515	10.45	13.116	10.915	11.557	10.612	11.972	11.685	11.614	11.061	10.992	10.595	10.515	10.45	14.578	13.849	13.852	13.561	14.934	14.731	14.739	14.165	14.006	13.649	13.565	13.534	0.002	0.001	0.001	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.003	0.003	0.002	0.002	0.008	0.007	0.008	0.005	0.004	0.004	0.003	0.003	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
70170	33204	106.955953709	67.202901968	13.898	11.331	16.665	10.352	14.014	13.67	13.347	12.493	12.292	11.041	9.894	12.615	13.742	11.311	16.413	10.338	13.999	13.65	13.33	12.476	12.275	11.023	9.867	12.461	16.501	17.571	17.494	15.773	20.706	20.106	19.77	19.291	18.977	17.433	15.678	15.019	0.002	0.001	0.006	0.001	0.004	0.004	0.003	0.002	0.002	0.001	0.001	0.002	0.002	0.001	0.005	0.001	0.004	0.004	0.003	0.002	0.002	0.001	0.001	0.002	0.008	0.016	0.011	0.01	0.429	0.254	0.198	0.105	0.079	0.024	0.008	0.007	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
70170	33216	106.956130357	67.200974857	13.586	12.02	13.357	10.842	14.697	14.38	14.045	13.191	12.988	11.738	10.565	12.217	13.586	12.02	13.357	10.842	14.697	14.38	14.045	13.191	12.988	11.738	10.565	12.217	14.557	15.626	14.786	13.274	18.513	18.047	17.663	16.71	16.753	15.54	13.993	13.369	0.002	0.001	0.002	0.001	0.012	0.009	0.007	0.003	0.003	0.001	0.001	0.002	0.002	0.001	0.002	0.001	0.012	0.009	0.007	0.003	0.003	0.001	0.001	0.002	0.003	0.006	0.003	0.002	0.067	0.048	0.037	0.017	0.017	0.008	0.005	0.003	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
70170	33613	104.930108374	67.200032013	19.185	19.139	19.247	18.905	19.783	19.025	20.405	19.418	19.371	18.908	18.651	18.632	18.693	18.602	18.907	18.764	19.129	18.515	19.183	18.801	18.837	18.106	17.996	18.528	19.756	19.504	19.651	19.47	20.826	19.704	21.318	19.966	20.062	19.324	19.12	19.627	0.125	0.131	0.131	0.272	0.468	0.253	0.979	0.296	0.257	0.17	0.135	0.235	0.114	0.11	0.142	0.339	0.367	0.221	0.435	0.234	0.223	0.119	0.105	0.313	0.126	0.12	0.113	0.275	0.748	0.297	1.387	0.304	0.297	0.162	0.136	0.346	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
64580	25576	253.565903379	37.8507591563	11.659	10.063	10.953	10.52	11.882	11.65	11.447	10.705	10.433	9.704	9.156	10.234	12.788	10.598	12.527	11.894	13.44	13.282	12.89	11.742	11.222	10.214	9.464	11.494	15.118	15.86	14.655	14.273	18.877	18.88	18.59	17.325	16.748	15.498	14.371	13.853	0.003	0.001	0.002	0.002	0.004	0.003	0.004	0.001	0.001	0.001	0.001	0.002	0.003	0.001	0.003	0.003	0.008	0.007	0.006	0.002	0.001	0.001	0.001	0.003	0.004	0.007	0.003	0.003	0.086	0.09	0.072	0.024	0.017	0.008	0.004	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
73930	12924	333.139324111	28.0327230677	18.493	15.726	18.226	15.099	20.824	18.745	16.32	17.811	19.714	18.209	17.776	17.906	17.998	14.786	17.736	14.137	19.107	17.987	15.432	17.653	18.405	17.89	17.396	17.436	19.205	18.496	19.055	17.894	23.938	19.73	18.996	19.186	20.674	19.25	18.422	19.167	0.085	0.01	0.08	0.013	1.632	0.266	0.035	0.09	0.444	0.124	0.086	0.172	0.08	0.007	0.079	0.008	0.507	0.19	0.023	0.113	0.21	0.136	0.087	0.171	0.084	0.056	0.084	0.078	14.488	0.341	0.194	0.165	0.499	0.168	0.084	0.271	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1
69274	5710	160.358795778	56.593460135	19.903	20.595	19.855	19.864	20.262	20.96	21.036	21.743	20.979	19.951	19.416	19.33	19.709	20.785	19.872	19.76	19.949	19.911	20.321	20.813	21.319	20.259	19.384	19.148	19.977	20.734	19.823	19.792	20.702	21.488	21.171	21.627	20.857	20.1	19.428	19.411	0.117	0.225	0.157	0.402	0.452	0.877	0.911	1.462	0.64	0.249	0.144	0.286	0.133	0.367	0.219	0.502	0.464	0.456	0.646	0.85	1.196	0.45	0.19	0.332	0.109	0.223	0.133	0.327	0.592	1.25	0.905	1.147	0.5	0.25	0.127	0.269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69274	8521	162.406309529	56.7892716273	19.596	19.899	19.375	19.013	20.697	20.291	19.713	21.255	99.0	20.219	19.457	19.276	19.58	19.885	19.37	18.983	20.671	20.221	19.69	21.421	99.0	20.272	19.418	19.3	19.915	20.332	19.63	19.178	21.995	21.652	20.431	21.56	21.168	19.881	19.319	19.902	0.128	0.176	0.149	0.268	0.965	0.68	0.392	1.351	99.0	0.459	0.219	0.394	0.127	0.175	0.15	0.263	0.95	0.642	0.386	1.585	99.0	0.486	0.213	0.406	0.102	0.155	0.111	0.183	1.893	1.41	0.453	1.064	0.661	0.201	0.116	0.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73930	33763	334.188574847	28.9144100518	11.494	11.099	12.853	10.681	12.812	12.698	12.364	11.592	11.392	10.737	10.353	11.295	11.494	11.099	12.853	10.681	12.812	12.698	12.364	11.592	11.392	10.737	10.353	11.295	13.218	13.584	14.801	12.77	15.603	15.505	15.152	14.346	14.168	13.425	12.902	13.689	0.001	0.001	0.002	0.001	0.003	0.003	0.003	0.001	0.001	0.001	0.001	0.002	0.001	0.001	0.002	0.001	0.003	0.003	0.003	0.001	0.001	0.001	0.001	0.002	0.003	0.003	0.004	0.002	0.012	0.012	0.01	0.006	0.005	0.004	0.003	0.005	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
65996	59490	283.064013953	40.6838348402	19.945	20.287	19.603	19.695	21.243	21.028	21.134	21.174	20.925	20.355	19.355	19.743	19.913	20.065	19.535	19.635	20.907	21.247	20.573	20.582	20.266	20.277	19.287	19.756	19.935	20.219	19.555	19.751	21.247	21.15	20.788	21.334	20.86	20.468	19.294	19.789	0.087	0.134	0.179	0.09	0.42	0.397	0.486	0.509	0.39	0.247	0.124	0.108	0.128	0.164	0.254	0.133	0.462	0.729	0.436	0.446	0.321	0.347	0.176	0.168	0.099	0.144	0.195	0.108	0.48	0.506	0.403	0.673	0.419	0.312	0.134	0.128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67382	5545	242.788123474	45.3385853453	16.312	15.841	15.318	15.327	16.889	16.771	16.635	16.171	16.132	15.693	15.43	15.315	16.297	15.819	15.294	15.32	16.816	16.753	16.623	16.134	16.109	15.662	15.414	15.29	16.421	16.111	15.513	15.53	17.174	16.982	16.921	16.385	16.357	15.927	15.63	15.511	0.015	0.013	0.007	0.018	0.057	0.061	0.059	0.027	0.023	0.016	0.015	0.018	0.016	0.014	0.008	0.019	0.061	0.066	0.064	0.028	0.025	0.017	0.015	0.02	0.011	0.013	0.006	0.013	0.037	0.044	0.049	0.02	0.017	0.013	0.013	0.011	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
67382	6265	240.766594112	45.3739571244	16.485	14.382	16.884	13.735	17.371	15.745	15.371	17.481	17.423	17.39	13.915	16.219	16.025	14.316	16.351	13.614	16.947	15.483	15.137	17.612	16.618	16.847	13.845	15.826	18.019	16.844	18.522	16.481	18.478	18.433	18.217	18.904	18.533	18.96	16.704	17.325	0.029	0.007	0.063	0.008	0.178	0.046	0.034	0.155	0.14	0.124	0.007	0.084	0.031	0.008	0.067	0.011	0.195	0.053	0.041	0.284	0.11	0.124	0.009	0.097	0.034	0.024	0.071	0.027	0.145	0.158	0.117	0.161	0.112	0.15	0.034	0.063	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
73086	2462	338.304794113	9.7121142755	19.831	20.626	19.893	19.616	20.957	23.041	20.274	20.496	20.663	20.331	19.284	19.384	19.653	20.586	19.833	19.55	20.912	21.37	20.233	19.907	20.789	20.168	19.241	19.3	19.822	20.675	19.925	19.553	20.93	22.384	20.345	20.452	20.646	20.265	19.299	19.428	0.105	0.203	0.164	0.249	0.707	4.644	0.358	0.354	0.404	0.281	0.114	0.258	0.115	0.25	0.2	0.302	0.874	1.285	0.442	0.265	0.58	0.31	0.139	0.307	0.105	0.213	0.169	0.235	0.696	2.549	0.385	0.344	0.399	0.266	0.116	0.269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67382	18233	242.058718948	45.9696730526	19.802	20.216	19.795	20.46	22.069	22.098	20.032	20.676	20.341	20.001	19.369	19.463	19.803	19.866	19.544	20.201	20.179	22.914	20.215	20.154	20.247	19.907	19.44	19.452	19.97	20.617	20.038	20.067	22.478	21.519	20.547	20.484	20.348	20.25	19.479	19.433	0.113	0.191	0.161	0.669	2.613	2.863	0.441	0.581	0.398	0.271	0.142	0.31	0.172	0.21	0.196	0.804	0.699	9.22	0.788	0.547	0.555	0.377	0.229	0.467	0.099	0.205	0.149	0.343	2.814	1.25	0.526	0.362	0.298	0.254	0.118	0.223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67382	22173	242.146595231	46.3275685698	11.923	10.29	12.507	10.574	11.164	10.968	10.885	10.434	10.447	10.084	9.881	10.537	11.923	10.29	12.507	10.574	11.164	10.968	10.885	10.434	10.447	10.084	9.881	10.537	15.271	14.977	15.032	14.219	16.563	16.22	16.183	15.592	15.491	14.968	14.485	14.449	0.002	0.001	0.004	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.002	0.002	0.001	0.004	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.002	0.004	0.005	0.004	0.003	0.021	0.018	0.018	0.01	0.009	0.007	0.005	0.005	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
73086	10719	338.032554207	10.8552734689	12.628	10.497	12.465	11.783	12.36	12.144	11.91	11.101	10.905	10.102	9.701	10.143	12.629	10.497	12.467	11.784	12.36	12.144	11.911	11.101	10.905	10.102	9.701	10.143	14.586	13.866	14.675	14.1	16.104	15.6	15.181	14.452	14.726	13.713	13.111	12.735	0.002	0.0	0.003	0.003	0.004	0.003	0.002	0.001	0.001	0.001	0.0	0.001	0.002	0.0	0.003	0.003	0.004	0.003	0.002	0.001	0.001	0.001	0.0	0.001	0.004	0.003	0.004	0.004	0.016	0.013	0.01	0.006	0.007	0.004	0.003	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
73086	10833	338.032347557	10.8563897235	13.049	9.79	13.142	12.366	11.654	11.442	11.206	10.393	10.188	9.388	9.0	9.519	13.038	9.79	13.106	12.331	11.647	11.437	11.203	10.391	10.186	9.388	9.0	9.517	14.98	15.342	14.928	14.643	17.76	17.282	16.934	16.111	16.285	15.094	14.456	14.185	0.002	0.0	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.0	0.0	0.001	0.003	0.0	0.004	0.003	0.002	0.002	0.001	0.001	0.001	0.0	0.0	0.001	0.004	0.006	0.005	0.005	0.045	0.033	0.026	0.014	0.015	0.008	0.005	0.005	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
63317	2475	150.197979367	31.2450372314	19.685	20.244	19.537	19.256	22.828	20.056	20.099	19.896	21.303	20.405	19.148	19.152	19.632	20.101	19.399	18.675	22.531	19.958	20.075	19.654	22.323	20.426	19.042	19.081	19.748	20.298	20.081	19.583	22.323	20.68	20.344	19.907	20.76	20.124	19.303	19.417	0.074	0.088	0.167	0.353	3.351	0.266	0.277	0.245	0.873	0.407	0.155	0.256	0.096	0.105	0.2	0.28	3.457	0.326	0.365	0.264	3.013	0.56	0.189	0.326	0.057	0.068	0.199	0.342	1.522	0.342	0.253	0.18	0.385	0.229	0.131	0.235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62863	6375	139.101338064	30.0384900276	12.668	10.409	9.395	9.316	12.004	11.82	11.504	10.8	10.629	10.044	9.584	9.359	12.7	10.412	9.397	9.318	12.006	11.819	11.505	10.801	10.631	10.046	9.586	9.36	15.298	15.036	13.93	13.726	17.044	16.891	16.5	15.903	15.578	14.754	14.094	13.805	0.004	0.001	0.001	0.001	0.003	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.003	0.0	0.001	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.005	0.004	0.004	0.004	0.019	0.018	0.015	0.01	0.009	0.006	0.004	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
63317	20886	150.018094336	32.2742072857	11.979	10.121	9.575	9.504	10.741	10.516	10.444	10.044	10.004	9.722	9.519	10.251	11.979	10.121	9.575	9.504	10.741	10.516	10.444	10.044	10.004	9.722	9.519	10.251	13.883	13.363	13.027	13.212	14.65	14.348	14.228	13.779	13.757	13.388	13.169	13.301	0.002	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.002	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.003	0.002	0.002	0.004	0.005	0.005	0.005	0.004	0.004	0.003	0.003	0.003	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
63317	22180	149.592944952	32.3710015336	14.694	15.301	14.453	14.21	16.642	16.211	16.011	15.734	15.635	15.162	14.24	14.33	14.694	15.301	14.453	14.21	16.642	16.211	16.011	15.734	15.635	15.162	14.24	14.33	15.913	16.456	15.715	15.447	17.424	17.077	16.961	16.757	16.668	16.34	15.313	15.581	0.002	0.003	0.004	0.008	0.027	0.019	0.017	0.014	0.013	0.01	0.006	0.007	0.002	0.003	0.004	0.008	0.027	0.019	0.017	0.014	0.013	0.01	0.006	0.007	0.004	0.005	0.007	0.011	0.028	0.023	0.022	0.019	0.018	0.015	0.009	0.011	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
63317	23923	149.498692422	32.2396052519	14.456	14.751	14.339	14.234	15.766	15.288	15.218	15.049	14.967	14.499	14.011	14.279	14.399	14.693	14.269	14.152	15.742	15.26	15.183	14.985	14.881	14.472	13.969	14.21	15.679	15.886	15.685	15.558	16.627	16.115	16.208	16.12	16.076	15.47	14.929	15.639	0.004	0.004	0.009	0.021	0.033	0.022	0.022	0.019	0.018	0.013	0.009	0.018	0.005	0.005	0.011	0.026	0.042	0.027	0.027	0.023	0.022	0.016	0.012	0.022	0.003	0.003	0.006	0.011	0.017	0.013	0.014	0.013	0.013	0.009	0.007	0.011	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
63317	25578	149.715696404	32.2013434902	19.842	20.002	20.046	20.058	19.95	19.88	20.206	20.48	19.909	20.098	19.432	20.834	19.815	19.973	20.081	20.291	19.848	19.792	20.19	20.455	19.933	20.003	19.288	20.813	19.85	20.014	20.02	20.182	19.946	19.896	20.201	20.463	19.878	20.143	19.379	20.768	0.061	0.052	0.191	0.524	0.169	0.159	0.218	0.296	0.175	0.222	0.145	0.851	0.067	0.057	0.222	0.735	0.173	0.165	0.242	0.326	0.202	0.229	0.143	0.944	0.06	0.052	0.181	0.573	0.166	0.159	0.213	0.286	0.167	0.227	0.136	0.781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71858	5167	6.00374362785	2.99683841628	10.205	10.248	9.702	9.307	12.204	12.083	11.712	10.852	10.515	9.738	9.328	9.157	10.205	10.248	9.702	9.306	12.208	12.085	11.714	10.852	10.516	9.738	9.328	9.157	10.997	10.677	10.423	9.925	12.474	12.386	12.018	11.123	10.765	10.046	9.761	9.595	0.0	0.0	0.0	0.0	0.002	0.002	0.001	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.001	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.002	0.002	0.001	0.001	0.001	0.0	0.0	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
71303	10571	265.390786039	78.9522063978	18.379	17.485	18.382	18.07	19.089	18.632	18.267	17.017	20.488	18.205	17.381	17.87	18.219	17.426	18.339	17.548	18.732	18.478	18.036	16.826	20.395	18.261	17.257	17.525	18.784	17.946	19.018	18.895	19.921	19.912	19.322	18.46	20.497	18.475	17.752	18.385	0.052	0.029	0.064	0.096	0.273	0.177	0.131	0.034	0.715	0.091	0.043	0.109	0.059	0.034	0.081	0.081	0.253	0.199	0.136	0.04	0.866	0.121	0.049	0.104	0.044	0.031	0.063	0.101	0.321	0.31	0.177	0.061	0.392	0.071	0.038	0.096	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1
71858	7408	6.7735821619	3.30613719807	19.852	20.69	19.343	19.061	20.66	21.852	20.851	20.991	21.362	20.603	19.228	19.304	19.75	20.595	19.345	19.242	20.538	21.873	20.632	20.628	20.589	20.577	19.182	19.096	19.922	20.724	19.479	19.412	20.751	20.934	21.782	20.989	21.121	20.61	19.296	19.295	0.129	0.284	0.12	0.179	0.615	1.99	0.777	0.765	0.981	0.492	0.129	0.274	0.148	0.329	0.152	0.268	0.694	2.568	0.803	0.692	0.608	0.606	0.156	0.287	0.114	0.245	0.113	0.205	0.561	0.714	1.529	0.638	0.658	0.414	0.115	0.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71303	18112	265.56577613	79.3326695793	17.573	17.155	18.755	17.805	19.465	17.669	17.544	16.817	18.312	16.961	16.739	17.604	17.516	17.119	18.686	17.639	19.135	17.404	17.228	15.758	18.2	16.928	16.703	17.46	17.811	17.362	19.257	19.029	19.726	17.613	17.312	16.415	18.565	17.135	16.963	17.835	0.028	0.024	0.088	0.076	0.392	0.083	0.074	0.026	0.107	0.035	0.029	0.09	0.031	0.026	0.103	0.081	0.344	0.077	0.068	0.013	0.115	0.039	0.031	0.095	0.022	0.021	0.059	0.086	0.257	0.052	0.044	0.013	0.076	0.029	0.025	0.06	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1
71303	18365	265.5738429	79.3506040178	19.012	18.718	18.939	17.467	21.244	19.412	20.484	17.694	19.301	19.09	18.29	18.352	18.864	18.527	18.609	17.388	20.604	19.329	19.904	15.665	18.769	18.733	18.048	18.23	19.486	19.298	19.395	18.245	20.477	20.164	20.505	19.749	20.504	19.663	18.88	19.156	0.082	0.073	0.096	0.055	1.739	0.335	0.881	0.057	0.22	0.177	0.085	0.154	0.091	0.076	0.09	0.065	1.214	0.388	0.653	0.013	0.17	0.16	0.085	0.174	0.073	0.076	0.082	0.063	0.498	0.377	0.498	0.191	0.374	0.176	0.085	0.181	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1
71303	18714	263.555450267	79.5904408949	11.549	10.211	13.708	9.894	11.321	11.091	10.98	10.422	10.322	9.912	9.764	9.756	11.547	10.211	13.694	9.893	11.321	11.091	10.98	10.422	10.322	9.912	9.764	9.756	13.091	12.338	15.283	12.027	13.679	13.343	13.304	12.603	12.74	12.235	11.932	12.061	0.001	0.0	0.002	0.0	0.001	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.0	0.0	0.002	0.001	0.005	0.002	0.005	0.004	0.004	0.002	0.003	0.002	0.002	0.002	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
71858	15244	6.96475574004	3.48968994008	15.268	15.525	15.198	15.159	16.272	15.835	15.831	15.678	15.693	15.439	14.826	15.157	15.225	15.501	15.15	15.185	16.088	15.756	15.687	15.656	15.614	15.335	14.79	15.097	16.575	16.768	16.536	16.484	17.427	17.043	17.101	16.979	16.936	16.725	15.924	16.453	0.01	0.013	0.014	0.026	0.051	0.04	0.038	0.028	0.026	0.021	0.012	0.031	0.015	0.018	0.02	0.041	0.063	0.055	0.05	0.041	0.035	0.029	0.017	0.045	0.007	0.009	0.01	0.016	0.033	0.026	0.027	0.021	0.019	0.016	0.009	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71303	19993	262.132490599	79.8752410808	16.617	14.129	17.078	13.522	17.361	15.216	15.101	14.52	17.034	16.376	13.71	16.686	16.46	14.113	16.872	13.502	17.36	15.172	15.123	14.489	16.88	16.225	13.692	16.55	17.581	17.193	18.195	16.996	18.575	18.158	18.137	17.724	17.769	17.388	17.025	18.085	0.025	0.005	0.047	0.005	0.122	0.02	0.019	0.01	0.072	0.038	0.005	0.085	0.03	0.005	0.057	0.006	0.166	0.024	0.024	0.013	0.086	0.045	0.006	0.106	0.022	0.022	0.037	0.029	0.118	0.088	0.087	0.045	0.049	0.04	0.029	0.087	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
71303	26133	263.172289652	79.5808897493	13.198	10.396	13.17	10.04	11.295	11.108	11.032	10.56	10.458	10.116	9.956	9.926	13.179	10.394	13.146	10.038	11.292	11.104	11.029	10.557	10.456	10.114	9.955	9.924	14.786	14.767	15.103	14.177	16.081	15.659	15.73	14.937	15.159	14.63	14.257	14.277	0.003	0.0	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.001	0.004	0.003	0.003	0.003	0.013	0.01	0.011	0.005	0.006	0.005	0.004	0.004	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2
