22592  106.973488  61.734783
26110  232.087296  51.721524
7  33.651654  30.387487
976  276.104451  39.491203
19433  283.680626  61.100291
23923  114.205807  65.687826
25943  114.509794  65.605219
26652  113.965061  65.583234
27072  113.938878  65.547904
28625  330.794772  18.894837
4298  223.067953  75.922623
39  259.746247  75.666650
14551  347.996159  32.441642
11  20.071836  6.719849
38  20.071326  6.720287
11904  28.592244  3.698069
23429  241.110606  40.683014
6142  147.587162  31.486392
35407  336.048652  32.890093
40033  336.049581  32.889404
40181  336.049934  32.889333
44640  335.990249  33.049592
21  332.220325  22.033913
42  332.299181  22.035619
3175  32.228512  6.994764
30059  265.082918  78.475631
2052  105.012880  42.353860
19409  131.066075  41.718748
68787  285.006938  45.067077
21157  279.731067  78.393914
19215  280.424544  65.199499
13205  198.778196  42.001050
14794  213.244444  79.534690
15309  213.245852  79.530760
15353  213.256800  79.534866
18223  285.110600  38.352006
18948  278.651151  49.849639
15784  186.398927  33.521791
43261  261.799824  31.857701
19249  332.824309  10.404552
21632  112.493849  40.792152
16388  237.123517  56.097900
33394  334.282342  34.230704
33739  334.301212  34.221323
41911  334.300842  34.225945
5026  258.307520  78.674505
73234  282.508353  35.245869
73506  282.507729  35.242494
26684  118.142171  43.321452
23226  216.851150  51.812561
23575  216.850298  51.801331
20216  151.117785  68.709341
20547  164.353920  57.416624
22182  164.353569  57.420039
22183  164.350254  57.421126
20325  157.183780  68.473984
25224  157.337714  68.477109
26003  156.948200  68.410906
26020  157.012861  68.409325
2803  282.486519  50.677344
48282  283.393288  33.033533
50387  283.400173  33.023812
3965  126.481245  35.542232
19759  105.864068  69.633680
20751  131.696057  36.647689
3  249.724241  22.750730
19544  111.406146  70.126959
20118  111.405675  70.124239
22331  111.676362  70.009953
21087  112.617979  74.253013
66  344.179177  33.175811
10845  183.758085  35.965388
16207  183.964034  36.276547
9852  184.113684  69.402200
18500  184.115989  69.411999
1  20.962689  5.325516
6  20.961425  5.326497
4746  4.351500  -1.801377
58  216.269132  51.995985
7930  33.436008  4.524884
5696  3.503604  0.868959
13245  3.505275  0.868632
6150  139.135657  39.867526
1475  149.076363  68.828616
1736  148.993289  68.851225
16291  236.628604  46.002137
19987  35.162327  28.918623
21879  35.164178  28.918316
31505  268.765511  42.284654
11544  21.835476  29.772370
20337  27.558125  34.336888
10404  124.707831  70.747201
10473  124.869815  70.714673
29530  279.331491  45.822127
29873  265.356665  71.524473
15016  187.179280  43.242491
22888  215.449233  57.386342
16510  16.256728  2.072336
16775  16.257251  2.105414
17298  16.286589  2.166554
17840  16.276576  2.158609
18765  16.259997  2.144825
20278  16.252138  2.178136
20639  16.253851  2.178191
19448  280.385846  41.388407
18634  247.278698  40.266200
30052  252.947383  40.894566
17804  240.762726  45.999232
25750  149.715696  32.201345
79  105.472696  21.363921
3188  106.194786  21.470395
12864  104.999424  21.785240
69223  283.691207  36.503331
10237  280.853864  39.671989
5989  108.208025  29.889754
61357  274.754549  30.915210
11110  336.344395  29.411910
4361  238.362494  42.562697
39791  284.766445  53.079848
731  266.822817  35.314683
13234  214.153395  40.701176
20979  213.247460  40.830199
4082  211.193948  53.630827
5231  211.241343  53.691023
15357  210.933481  54.488246
16032  210.599179  54.464915
16329  210.584942  54.387262
16508  210.891990  54.452334
16589  210.575279  54.372932
16686  210.574495  54.375487
16976  211.045859  54.422647
17113  211.123021  54.428720
17242  210.637863  54.425336
17396  211.046884  54.421686
17468  210.550547  54.327042
17638  211.133648  54.423810
17639  210.615245  54.451868
17704  210.545107  54.308510
18926  211.211408  54.468653
20663  210.614168  54.227654
20863  211.121867  54.398042
21749  211.121467  54.396749
22155  211.155517  54.448553
13297  257.391470  57.373613
24036  278.501088  47.113668
30002  267.218596  57.597627
8924  273.619361  46.741562
20469  37.550413  37.379795
38917  279.885086  54.487865
38947  279.885313  54.488958
32959  331.117264  31.140694
34000  331.119708  31.142008
34206  331.109130  31.140941
57257  331.098504  31.625162
19877  276.324131  74.310280
30782  8.137487  39.818601
39558  8.130978  39.806677
20738  3.048329  39.910619
25069  284.833636  48.465605
33246  283.096782  48.699211
37941  38.848487  45.490524
12542  244.097964  47.034074
13005  244.075216  47.054584
46778  278.586531  47.649352
45935  34.375535  45.542105
46412  34.375596  45.542113
46542  34.374694  45.542060
22556  349.971535  31.815952
2740  212.260675  48.013017
3522  212.247515  48.067922
18070  104.994490  38.704820
4163  254.493235  39.626593
21815  264.098107  74.014260
23249  332.217004  15.995991
23994  332.217348  15.995994
9708  194.865740  27.636267
13195  30.757556  6.471983
24345  37.958442  43.736053
