Tile	Number	RA	Dec	rSDSS_auto	gSDSS_auto	iSDSS_auto	zSDSS_auto	uJAVA_auto	J0378_auto	J0395_auto	J0410_auto	J0430_auto	J0515_auto	J0660_auto	J0861_auto	rSDSS_PETRO	gSDSS_PETRO	iSDSS_PETRO	zSDSS_PETRO	uJAVA_PETRO	J0378_PETRO	J0395_PETRO	J0410_PETRO	J0430_PETRO	J0515_PETRO	J0660_PETRO	J0861_PETRO	rSDSS_MAG_APER_6_0	gSDSS_MAG_APER_6_0	iSDSS_MAG_APER_6_0	zSDSS_MAG_APER_6_0	uJAVA_MAG_APER_6_0	J0378_MAG_APER_6_0	J0395_MAG_APER_6_0	J0410_MAG_APER_6_0	J0430_MAG_APER_6_0	J0515_MAG_APER_6_0	J0660_MAG_APER_6_0	J0861_MAG_APER_6_0	rSDSS_auto_err	gSDSS_auto_err	iSDSS_auto_err	zSDSS_auto_err	uJAVA_auto_err	J0378_auto_err	J0395_auto_err	J0410_auto_err	J0430_auto_err	J0515_auto_err	J0660_auto_err	J0861_auto_err	rSDSS_PETRO_err	gSDSS_PETRO_err	iSDSS_PETRO_err	zSDSS_PETRO_err	uJAVA_PETRO_err	J0378_PETRO_err	J0395_PETRO_err	J0410_PETRO_err	J0430_PETRO_err	J0515_PETRO_err	J0660_PETRO_err	J0861_PETRO_err	rSDSS_MAG_APER_6_0_err	gSDSS_MAG_APER_6_0_err	iSDSS_MAG_APER_6_0_err	zSDSS_MAG_APER_6_0_err	uJAVA_MAG_APER_6_0_err	J0378_MAG_APER_6_0_err	J0395_MAG_APER_6_0_err	J0410_MAG_APER_6_0_err	J0430_MAG_APER_6_0_err	J0515_MAG_APER_6_0_err	J0660_MAG_APER_6_0_err	J0861_MAG_APER_6_0_err	rSDSS_FLAGS	gSDSS_FLAGS	iSDSS_FLAGS	zSDSS_FLAGS	uJAVA_FLAGS	J0378_FLAGS	J0395_FLAGS	J0410_FLAGS	J0430_FLAGS	J0515_FLAGS	J0660_FLAGS	J0861_FLAGS	rSDSS_MASK_FLAGS	gSDSS_MASK_FLAGS	iSDSS_MASK_FLAGS	zSDSS_MASK_FLAGS	uJAVA_MASK_FLAGS	J0378_MASK_FLAGS	J0395_MASK_FLAGS	J0410_MASK_FLAGS	J0430_MASK_FLAGS	J0515_MASK_FLAGS	J0660_MASK_FLAGS	J0861_MASK_FLAGS
56933	31205	281.382299397	30.1472300957	17.592	18.244	17.391	17.28	19.888	19.739	19.293	18.891	18.644	18.147	17.041	17.295	17.592	18.244	17.391	17.28	19.888	19.739	19.293	18.891	18.644	18.147	17.041	17.295	17.69	18.331	17.465	17.358	20.105	20.057	19.582	18.922	18.794	18.192	17.221	17.436	0.014	0.026	0.033	0.017	0.177	0.285	0.128	0.102	0.093	0.052	0.021	0.022	0.014	0.026	0.033	0.017	0.177	0.285	0.128	0.102	0.093	0.052	0.021	0.022	0.01	0.019	0.023	0.011	0.141	0.252	0.111	0.072	0.071	0.038	0.017	0.016	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
50666	27811	276.362569743	76.6986718734	15.535	15.177	14.644	14.607	16.442	16.215	16.098	15.591	15.475	15.036	14.702	14.617	15.541	15.182	14.647	14.613	16.443	16.223	16.109	15.594	15.478	15.039	14.704	14.619	15.613	15.339	14.708	14.758	16.631	16.305	16.285	15.678	15.567	15.116	14.803	14.704	0.008	0.008	0.005	0.009	0.044	0.036	0.036	0.011	0.017	0.013	0.009	0.012	0.008	0.008	0.005	0.009	0.043	0.036	0.035	0.011	0.017	0.013	0.009	0.012	0.007	0.008	0.004	0.008	0.039	0.029	0.032	0.009	0.015	0.013	0.008	0.01	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
50666	27815	276.361588475	76.6986741954	15.62	15.184	14.652	14.592	16.316	16.184	16.174	15.674	15.527	15.09	14.715	14.643	15.612	15.184	14.651	14.584	16.336	16.15	16.188	15.669	15.551	15.09	14.713	14.637	18.881	18.134	18.538	17.879	19.245	19.222	19.165	19.111	18.935	18.729	17.959	18.466	0.016	0.013	0.01	0.021	0.089	0.08	0.08	0.033	0.033	0.023	0.016	0.027	0.017	0.014	0.01	0.021	0.095	0.081	0.085	0.034	0.035	0.024	0.016	0.028	0.048	0.041	0.052	0.069	0.245	0.243	0.225	0.177	0.138	0.117	0.058	0.142	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
46673	11154	239.344125888	44.9817906679	18.565	18.683	18.757	17.987	18.9	18.36	18.966	18.775	18.72	18.761	18.004	18.421	18.578	18.643	18.715	17.97	18.797	18.324	18.916	18.722	18.754	18.742	18.002	18.384	18.577	18.709	18.774	17.996	18.844	18.39	18.965	18.782	18.753	18.782	18.029	18.446	0.037	0.042	0.06	0.063	0.119	0.081	0.141	0.089	0.082	0.08	0.041	0.102	0.041	0.045	0.064	0.069	0.12	0.086	0.149	0.094	0.093	0.086	0.045	0.111	0.035	0.041	0.057	0.059	0.106	0.078	0.132	0.085	0.079	0.077	0.04	0.098	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
56933	69387	281.23644543	30.6891710981	17.272	17.873	16.98	16.805	19.095	19.012	18.918	18.31	18.304	17.723	16.493	16.907	17.229	17.824	16.862	16.734	18.877	19.025	19.086	18.284	18.118	17.722	16.462	16.805	17.453	18.002	17.243	17.175	19.313	19.02	18.978	18.415	18.406	17.875	17.243	17.25	0.011	0.02	0.024	0.012	0.091	0.156	0.098	0.065	0.073	0.038	0.014	0.017	0.017	0.029	0.033	0.018	0.113	0.238	0.171	0.095	0.094	0.056	0.02	0.025	0.009	0.015	0.02	0.01	0.07	0.101	0.066	0.048	0.051	0.03	0.018	0.014	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
56933	70789	281.951940064	30.713304106	17.583	18.075	17.501	17.378	19.391	19.089	19.158	18.538	18.423	17.887	16.99	17.43	17.583	18.075	17.501	17.378	19.391	19.089	19.158	18.538	18.423	17.887	16.99	17.43	17.633	18.118	17.528	17.411	19.472	19.242	19.195	18.569	18.502	17.917	17.042	17.51	0.012	0.019	0.03	0.015	0.092	0.132	0.095	0.064	0.064	0.036	0.017	0.02	0.012	0.019	0.03	0.015	0.092	0.132	0.095	0.064	0.064	0.036	0.017	0.02	0.01	0.016	0.024	0.012	0.078	0.12	0.078	0.053	0.055	0.031	0.014	0.017	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
56933	74886	281.267384256	30.7714796266	17.249	17.674	17.089	17.023	18.901	18.432	18.406	18.033	17.967	17.486	16.501	17.058	17.249	17.674	17.089	17.023	18.901	18.432	18.406	18.033	17.967	17.486	16.501	17.058	17.285	17.725	17.143	17.059	18.957	18.47	18.489	18.098	18.023	17.526	16.549	17.13	0.009	0.014	0.021	0.011	0.059	0.073	0.049	0.042	0.043	0.026	0.011	0.015	0.009	0.014	0.021	0.011	0.059	0.073	0.049	0.042	0.043	0.026	0.011	0.015	0.008	0.012	0.018	0.009	0.051	0.063	0.044	0.037	0.037	0.024	0.01	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44884	30989	270.286142373	38.8841698851	14.255	12.563	11.989	11.931	13.673	13.39	13.3	12.672	12.583	12.083	11.829	11.742	14.253	12.564	11.989	11.931	13.673	13.391	13.303	12.671	12.583	12.083	11.828	11.742	17.333	17.52	16.837	16.537	19.082	18.983	18.644	18.084	18.047	17.359	16.86	16.826	0.004	0.001	0.001	0.001	0.005	0.004	0.004	0.002	0.002	0.001	0.001	0.002	0.004	0.001	0.001	0.001	0.005	0.005	0.004	0.002	0.002	0.001	0.001	0.002	0.009	0.01	0.009	0.011	0.088	0.09	0.068	0.033	0.031	0.019	0.014	0.019	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
44884	31075	270.281978241	38.8858203059	13.956	12.274	11.678	11.618	13.319	13.053	12.981	12.335	12.233	11.731	11.49	11.392	17.073	17.573	16.766	16.639	19.718	19.152	18.787	18.139	18.012	17.542	16.997	16.718	17.233	17.793	16.964	16.868	19.306	19.167	18.945	18.306	18.184	17.707	17.15	16.884	0.002	0.001	0.001	0.001	0.003	0.003	0.002	0.001	0.001	0.001	0.001	0.001	0.011	0.016	0.013	0.018	0.262	0.174	0.126	0.054	0.045	0.032	0.021	0.026	0.008	0.012	0.01	0.014	0.106	0.104	0.086	0.038	0.033	0.024	0.016	0.019	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
44884	31896	270.286027259	38.8861683726	13.959	12.528	11.946	11.894	13.642	13.368	13.28	12.651	12.559	12.055	11.798	11.709	13.959	12.528	11.946	11.894	13.642	13.368	13.28	12.651	12.559	12.055	11.798	11.709	14.389	13.221	12.592	12.519	14.181	13.916	13.86	13.216	13.095	12.601	12.366	12.256	0.002	0.001	0.001	0.001	0.004	0.003	0.003	0.002	0.001	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.004	0.003	0.003	0.002	0.001	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.004	0.004	0.004	0.002	0.002	0.001	0.001	0.001	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
44884	41938	269.845609319	39.1948786091	19.956	20.194	19.8	19.851	19.989	20.253	20.54	20.262	19.904	20.153	19.346	19.979	19.956	20.194	19.8	19.851	19.989	20.253	20.54	20.262	19.904	20.153	19.346	19.979	19.961	20.157	19.78	19.828	19.997	20.083	20.779	20.392	19.829	20.049	19.358	19.923	0.067	0.079	0.092	0.155	0.161	0.227	0.302	0.178	0.122	0.165	0.082	0.241	0.067	0.079	0.092	0.155	0.161	0.227	0.302	0.178	0.122	0.165	0.082	0.241	0.078	0.089	0.106	0.179	0.189	0.229	0.443	0.235	0.134	0.176	0.096	0.271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44884	46002	270.503889756	39.3097082294	13.33	11.925	11.372	11.272	12.931	12.733	12.622	12.021	11.962	11.449	11.189	11.094	13.329	11.925	11.372	11.272	12.931	12.733	12.622	12.021	11.962	11.449	11.189	11.094	17.485	17.61	16.854	16.52	19.065	18.806	18.726	18.2	18.101	17.503	16.953	16.779	0.002	0.001	0.001	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.011	0.011	0.01	0.011	0.086	0.077	0.073	0.036	0.032	0.021	0.014	0.019	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
44884	46123	270.503612603	39.3116268711	13.542	12.554	11.984	11.882	13.588	13.389	13.274	12.678	12.623	12.104	11.835	11.738	13.542	12.554	11.984	11.882	13.588	13.389	13.274	12.678	12.623	12.104	11.835	11.738	13.932	12.842	12.254	12.124	13.778	13.578	13.479	12.863	12.793	12.278	12.017	11.915	0.002	0.001	0.001	0.001	0.004	0.004	0.003	0.002	0.002	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.004	0.004	0.003	0.002	0.002	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.003	0.003	0.003	0.002	0.001	0.001	0.001	0.001	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
45790	3281	126.87475982	41.0565865512	19.71	19.861	19.987	19.763	19.586	20.113	19.916	20.175	20.127	20.414	19.247	20.042	19.714	19.833	20.023	19.625	19.472	20.081	19.783	20.339	20.082	20.274	19.258	19.87	19.719	19.83	19.997	19.676	19.52	20.088	19.811	20.276	20.112	20.331	19.255	19.952	0.071	0.09	0.128	0.195	0.14	0.228	0.203	0.208	0.203	0.267	0.089	0.306	0.078	0.096	0.146	0.191	0.139	0.245	0.198	0.265	0.215	0.259	0.099	0.289	0.078	0.096	0.142	0.199	0.144	0.247	0.203	0.251	0.221	0.273	0.098	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54008	833	350.224971962	31.8209963302	19.695	19.787	19.834	19.778	19.727	20.098	20.264	19.989	19.778	19.651	18.759	19.796	19.695	19.787	19.834	19.778	19.727	20.098	20.264	19.989	19.778	19.651	18.759	19.796	19.68	19.763	19.862	19.755	19.803	19.972	20.445	19.916	19.81	19.56	18.756	19.742	0.067	0.083	0.084	0.182	0.186	0.267	0.315	0.167	0.157	0.133	0.058	0.226	0.067	0.083	0.084	0.182	0.186	0.267	0.315	0.167	0.157	0.133	0.058	0.226	0.073	0.089	0.095	0.196	0.219	0.262	0.41	0.173	0.177	0.135	0.063	0.236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43585	76992	281.34123989	32.2948473229	17.742	18.235	17.565	17.538	19.459	19.076	19.408	18.778	18.806	18.023	16.233	17.472	17.742	18.235	17.565	17.538	19.459	19.076	19.408	18.778	18.806	18.023	16.233	17.472	17.738	18.235	17.562	17.535	19.42	19.091	19.41	18.788	18.803	18.015	16.231	17.469	0.015	0.024	0.015	0.039	0.152	0.119	0.195	0.078	0.073	0.039	0.01	0.035	0.015	0.024	0.015	0.039	0.152	0.119	0.195	0.078	0.073	0.039	0.01	0.035	0.015	0.025	0.015	0.04	0.154	0.126	0.205	0.082	0.076	0.04	0.01	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52446	9220	18.774527925	7.38279520281	12.084	10.609	13.429	10.15	11.758	11.609	11.464	10.806	10.704	10.308	10.087	10.027	12.086	10.609	13.427	10.149	11.76	11.609	11.465	10.806	10.704	10.308	10.087	10.027	18.094	18.52	17.804	17.594	19.591	19.732	19.272	19.035	18.659	18.348	17.963	17.732	0.003	0.001	0.014	0.001	0.005	0.004	0.003	0.002	0.002	0.001	0.001	0.001	0.003	0.001	0.013	0.001	0.005	0.004	0.003	0.002	0.002	0.001	0.001	0.001	0.024	0.038	0.024	0.037	0.202	0.239	0.154	0.104	0.076	0.054	0.039	0.05	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
52446	9508	18.7863416421	7.38642356744	11.572	9.949	13.014	9.509	11.117	10.944	10.784	10.13	10.033	9.638	9.422	9.35	11.57	9.948	13.002	9.508	11.113	10.941	10.782	10.128	10.031	9.638	9.421	9.349	15.57	15.662	15.037	14.849	17.493	17.238	17.105	16.252	16.222	15.529	15.044	14.963	0.001	0.0	0.003	0.0	0.001	0.001	0.001	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.0	0.005	0.007	0.005	0.005	0.038	0.033	0.03	0.015	0.015	0.009	0.006	0.007	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
52446	9588	18.783527937	7.39416096951	11.623	10.585	13.668	9.966	11.769	11.61	11.459	10.784	10.69	10.289	10.062	9.967	15.759	15.977	15.291	14.703	17.464	17.464	17.483	16.52	16.372	15.851	15.305	14.964	17.04	17.552	16.858	16.765	18.808	18.6	18.574	18.106	17.98	17.415	16.972	16.761	0.001	0.001	0.011	0.001	0.003	0.003	0.002	0.001	0.001	0.001	0.001	0.001	0.014	0.017	0.012	0.014	0.15	0.153	0.145	0.053	0.046	0.027	0.016	0.02	0.011	0.018	0.011	0.018	0.102	0.089	0.085	0.048	0.044	0.026	0.018	0.022	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
56309	15131	142.801147471	34.7112324742	13.109	12.596	12.828	11.445	14.571	14.424	14.072	13.253	12.99	12.15	11.589	11.328	13.109	12.596	12.828	11.445	14.571	14.424	14.072	13.253	12.99	12.15	11.589	11.328	13.523	12.777	13.271	11.672	14.7	14.565	14.218	13.389	13.123	12.283	11.752	11.495	0.001	0.001	0.001	0.001	0.007	0.006	0.005	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.007	0.006	0.005	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.004	0.004	0.004	0.002	0.002	0.001	0.001	0.001	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
56309	19732	142.184966173	35.2779325703	17.439	17.536	17.39	17.425	18.192	17.874	17.68	17.676	17.662	17.189	16.853	17.378	17.393	17.477	17.33	17.416	18.192	17.753	17.574	17.614	17.613	17.188	16.778	17.263	18.024	18.125	18.022	18.007	18.728	18.44	18.393	18.274	18.268	17.725	17.438	18.084	0.018	0.014	0.031	0.076	0.076	0.06	0.051	0.034	0.036	0.024	0.022	0.092	0.025	0.018	0.042	0.107	0.107	0.075	0.064	0.044	0.048	0.032	0.029	0.118	0.014	0.011	0.022	0.05	0.053	0.044	0.043	0.027	0.029	0.019	0.018	0.067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50705	12261	235.824697087	78.3294764601	17.425	17.962	17.303	17.215	19.402	19.364	19.046	18.325	18.293	17.776	16.855	17.225	17.402	17.935	17.285	17.214	19.244	19.189	19.046	18.286	18.259	17.796	16.841	17.225	17.47	17.995	17.348	17.284	19.367	19.286	19.148	18.372	18.349	17.857	16.898	17.276	0.015	0.024	0.015	0.029	0.186	0.187	0.142	0.058	0.054	0.035	0.017	0.03	0.016	0.026	0.017	0.032	0.183	0.18	0.16	0.063	0.058	0.039	0.019	0.033	0.013	0.021	0.013	0.024	0.142	0.137	0.123	0.049	0.046	0.031	0.016	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52567	961	37.3355357484	6.77591837773	13.92	14.704	15.747	13.488	16.821	16.676	16.445	15.537	15.347	14.58	13.818	13.53	13.92	14.704	15.747	13.488	16.821	16.676	16.445	15.537	15.347	14.58	13.818	13.53	13.973	14.757	16.163	13.547	16.898	16.759	16.489	15.597	15.415	14.636	13.868	13.586	0.002	0.003	0.009	0.002	0.023	0.021	0.019	0.009	0.007	0.005	0.003	0.003	0.002	0.003	0.009	0.002	0.023	0.021	0.019	0.009	0.007	0.005	0.003	0.003	0.002	0.003	0.01	0.002	0.02	0.018	0.016	0.008	0.007	0.005	0.003	0.003	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45822	9394	123.651217973	41.4453637528	18.982	19.464	19.219	19.297	19.124	19.779	19.807	19.744	19.794	19.443	18.449	19.058	18.984	19.491	19.257	19.307	19.175	19.828	19.779	19.534	19.516	19.453	18.425	19.084	18.993	19.464	19.203	19.298	19.167	19.683	19.84	19.738	19.812	19.499	18.458	19.006	0.044	0.075	0.076	0.146	0.111	0.207	0.218	0.167	0.18	0.133	0.053	0.146	0.057	0.1	0.103	0.195	0.15	0.282	0.279	0.181	0.183	0.175	0.066	0.197	0.042	0.07	0.069	0.135	0.108	0.176	0.209	0.155	0.17	0.13	0.05	0.128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49719	1669	146.14946957	66.045009429	18.719	19.145	18.094	17.905	18.29	19.929	19.203	19.187	22.634	19.207	18.048	17.839	18.739	19.136	18.057	17.745	18.254	20.282	19.225	18.952	19.602	18.683	18.101	17.731	19.235	20.163	18.747	18.524	20.563	20.749	20.673	21.532	20.638	19.765	18.848	18.559	0.111	0.17	0.076	0.165	0.189	0.855	0.428	0.378	8.079	0.358	0.112	0.169	0.141	0.21	0.092	0.178	0.225	1.459	0.538	0.375	0.609	0.275	0.147	0.191	0.048	0.117	0.038	0.079	0.433	0.514	0.467	0.913	0.364	0.166	0.066	0.092	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
53265	28287	331.039217053	23.1074109051	12.869	12.135	13.241	11.705	14.181	14.039	13.619	12.78	12.456	11.689	11.075	10.707	12.856	12.133	13.206	11.694	14.167	14.042	13.614	12.781	12.455	11.687	11.073	10.704	15.119	15.822	14.832	14.737	18.111	17.95	17.517	16.672	16.453	15.637	14.84	14.547	0.002	0.001	0.003	0.002	0.008	0.008	0.006	0.002	0.002	0.001	0.001	0.001	0.002	0.001	0.003	0.002	0.011	0.011	0.007	0.002	0.002	0.001	0.001	0.001	0.004	0.005	0.004	0.005	0.054	0.051	0.038	0.015	0.013	0.008	0.005	0.006	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
53265	28344	331.039961003	23.1073157866	12.863	12.134	13.244	11.702	14.18	14.046	13.637	12.782	12.454	11.688	11.075	10.708	12.863	12.134	13.244	11.702	14.18	14.046	13.637	12.782	12.454	11.688	11.075	10.708	14.968	15.594	15.534	14.58	17.969	17.91	17.421	16.55	16.034	15.452	14.599	14.369	0.002	0.001	0.003	0.002	0.009	0.009	0.006	0.002	0.002	0.001	0.001	0.001	0.002	0.001	0.003	0.002	0.009	0.009	0.006	0.002	0.002	0.001	0.001	0.001	0.003	0.004	0.005	0.005	0.048	0.049	0.035	0.014	0.009	0.007	0.004	0.005	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
53265	34032	330.86113938	23.2725828487	12.457	11.795	12.738	10.446	14.156	14.042	13.554	12.638	12.241	11.342	10.681	10.293	12.457	11.794	12.738	10.446	14.156	14.041	13.555	12.639	12.241	11.343	10.681	10.293	17.544	18.493	16.858	16.335	21.164	20.9	20.296	19.853	19.461	18.309	17.141	16.554	0.001	0.001	0.002	0.001	0.008	0.008	0.005	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.001	0.007	0.007	0.005	0.002	0.001	0.001	0.001	0.001	0.015	0.035	0.012	0.015	0.794	0.661	0.403	0.142	0.145	0.057	0.021	0.021	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
50759	14731	261.556323935	77.7002908531	17.296	17.282	17.394	17.456	17.944	17.454	18.047	17.834	17.473	17.117	16.518	17.415	17.183	17.121	17.444	17.37	17.586	17.447	18.016	18.042	17.396	17.012	16.436	17.095	18.516	18.574	18.503	18.572	18.983	18.581	18.95	18.81	18.717	18.283	17.712	18.474	0.026	0.027	0.038	0.099	0.126	0.081	0.142	0.116	0.06	0.043	0.025	0.116	0.036	0.036	0.063	0.142	0.141	0.123	0.212	0.216	0.085	0.06	0.035	0.136	0.026	0.03	0.031	0.08	0.1	0.074	0.101	0.086	0.061	0.042	0.026	0.089	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
56338	7285	135.063392953	35.7220476515	16.564	16.624	16.711	16.565	17.106	16.647	16.963	16.977	16.882	16.081	15.489	16.796	16.553	16.593	16.701	16.451	17.057	16.656	16.887	16.839	16.858	16.063	15.495	16.847	17.151	17.163	17.44	17.343	17.585	17.087	17.406	17.453	17.459	16.477	15.893	17.446	0.012	0.014	0.014	0.034	0.041	0.029	0.04	0.032	0.03	0.015	0.009	0.049	0.016	0.018	0.02	0.044	0.055	0.04	0.052	0.039	0.041	0.02	0.012	0.074	0.011	0.013	0.013	0.03	0.032	0.023	0.031	0.026	0.026	0.013	0.009	0.039	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
56338	7367	135.06730259	35.7189453514	15.707	15.813	15.792	15.709	16.337	15.785	16.122	16.025	16.06	15.315	14.711	15.771	15.663	15.753	15.725	15.646	16.284	15.775	16.059	15.968	16.007	15.293	14.677	15.666	16.674	16.762	16.942	16.9	17.175	16.64	17.03	17.068	16.994	16.023	15.412	16.92	0.009	0.01	0.01	0.025	0.033	0.021	0.03	0.022	0.023	0.012	0.007	0.032	0.01	0.012	0.012	0.03	0.039	0.025	0.035	0.025	0.026	0.014	0.008	0.036	0.008	0.01	0.009	0.02	0.024	0.017	0.024	0.02	0.019	0.01	0.007	0.025	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
56338	7374	135.066648561	35.7207085247	15.248	15.469	15.246	15.174	16.164	15.771	15.852	15.731	15.667	15.111	14.587	15.236	15.233	15.418	15.199	15.065	15.981	15.732	15.725	15.63	15.642	15.051	14.549	15.267	16.544	16.704	16.68	16.614	17.344	16.785	17.017	17.003	16.954	16.104	15.501	16.702	0.005	0.007	0.006	0.013	0.024	0.018	0.021	0.015	0.014	0.009	0.006	0.017	0.009	0.011	0.01	0.023	0.039	0.032	0.034	0.024	0.025	0.014	0.009	0.033	0.007	0.01	0.008	0.016	0.027	0.019	0.024	0.02	0.019	0.011	0.007	0.022	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
56338	19520	134.93017479	36.118065844	13.402	11.963	13.32	11.402	13.593	13.426	13.085	12.502	12.323	11.722	11.329	11.252	17.418	18.287	17.287	16.608	19.731	18.539	18.247	19.157	18.936	18.295	17.468	17.235	18.282	18.82	18.133	18.1	20.254	20.09	19.461	19.343	19.071	18.653	18.244	18.171	0.008	0.002	0.008	0.004	0.018	0.016	0.012	0.006	0.005	0.003	0.002	0.004	0.061	0.141	0.061	0.09	1.12	0.386	0.313	0.565	0.469	0.247	0.116	0.188	0.024	0.041	0.023	0.056	0.289	0.255	0.158	0.114	0.091	0.061	0.042	0.073	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
56338	19591	134.935109219	36.1137540993	13.146	11.909	13.042	11.35	13.532	13.367	13.098	12.45	12.299	11.663	11.28	11.196	13.146	11.909	13.042	11.349	13.535	13.373	13.1	12.45	12.298	11.663	11.28	11.197	14.359	13.005	15.995	12.384	14.618	14.444	14.181	13.578	13.419	12.773	12.398	12.269	0.002	0.001	0.002	0.001	0.004	0.003	0.003	0.002	0.002	0.001	0.001	0.001	0.002	0.001	0.002	0.001	0.004	0.004	0.003	0.002	0.002	0.001	0.001	0.001	0.003	0.002	0.008	0.001	0.007	0.007	0.006	0.004	0.004	0.003	0.002	0.002	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
56338	19627	134.935139312	36.1139269028	12.975	11.874	12.776	11.291	13.494	13.328	13.069	12.42	12.269	11.634	11.244	11.157	12.975	11.874	12.776	11.291	13.494	13.328	13.069	12.42	12.269	11.634	11.244	11.157	13.641	12.15	13.196	11.685	13.761	13.611	13.347	12.655	12.517	11.876	11.514	11.437	0.002	0.001	0.002	0.001	0.004	0.004	0.004	0.002	0.002	0.001	0.001	0.001	0.002	0.001	0.002	0.001	0.004	0.004	0.004	0.002	0.002	0.001	0.001	0.001	0.002	0.001	0.002	0.001	0.004	0.004	0.003	0.002	0.002	0.001	0.001	0.001	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
45853	19409	131.066075496	41.7187481059	15.806	15.419	16.317	16.291	16.063	15.873	15.758	16.137	15.94	14.332	14.176	16.37	15.769	15.389	16.287	16.265	16.028	15.826	15.747	16.099	15.902	14.284	14.121	16.319	16.341	15.908	16.996	17.017	16.575	16.374	16.317	16.652	16.525	14.871	14.707	17.048	0.004	0.006	0.017	0.028	0.018	0.01	0.015	0.008	0.015	0.005	0.004	0.028	0.006	0.007	0.024	0.041	0.024	0.013	0.02	0.01	0.019	0.005	0.005	0.039	0.003	0.006	0.012	0.02	0.015	0.009	0.014	0.007	0.013	0.005	0.005	0.021	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
